sentence1,sentence2,drug
"Using sandwich ELISA methods, we measured full-length selenoprotein P concentrations in serum and cerebrospinal fluid to assess the relation with dementia incidence during a median follow-up of 47.3 months.",We aimed to prospectively assess the association between variety and quantity of fruits and vegetables (FV) and cardiovascular diseases (CVD) incidence and mortality due to the limited evidence.,Selenium
"Meanwhile, adequate SePCH markedly enhanced the levels of immune factors (alkaline phosphatase, acid phosphatase, lysozyme, complement component 3, complement component 4 and immunoglobulin M) and innate immune-related genes (lysozyme, hepcidin, liver-expressed antimicrobial peptide 2, complement component 3 and complement component 4) in the fish liver and intestine compared to the controls.","However, adequate SePCH significantly decreased levels of malondialdehyde and H2O2 and the mRNA expression levels of kelch-like ECH-associated protein 1a and kelch-like ECH-associated protein 1b in the fish liver and intestine compared to the controls.",Selenium
"Overall, this study concludes that the combined effects of oxidative stress and ER stress mediate pyroptosis and ferroptosis in chicken thymus induced by BPA exposure and selenium deficiency.","However, oxidative stress, cell apoptosis, and autophagy caused by the combination of BPA and low-Se, have not been studied in the bursa of Fabricius of the immune organ of poultry.",Selenium
"Overall, this study concludes that the combined effects of oxidative stress and ER stress mediate pyroptosis and ferroptosis in chicken thymus induced by BPA exposure and selenium deficiency.","However, the mechanism of the alleviating effects of Se on Cd in chicken testis injury through oxidative stress, endoplasmic reticulum stress (ERS), and programmed necrosis remained unclear.",Selenium
"Selenium (Se) and curcumin (CRC) have been thoroughly studied for their modulator effects on streptozotocin (STZ)-induced neuropathic pain, apoptosis, and oxidative stress through the blockage of TRP channels in dorsal root ganglion (DRG) neurons.","However, oxidative stress, cell apoptosis, and autophagy caused by the combination of BPA and low-Se, have not been studied in the bursa of Fabricius of the immune organ of poultry.",Selenium
"In summary, we found a U-shaped association between selenium intake and cancer risk and a safe selenium intake (mean: 117.8 µg/day) in the Vietnamese population.","This study aimed to investigate the relationship between dietary Zn, Se intake and breast cancer risk in Chinese women.",Selenium
"METHODS
Adult patients attending our outpatient clinic between January and December 2021 for chronic diarrhea with suspicion of BAD were proposed SeHCAT testing and a therapeutic trial of cholestyramine 4-8 g daily.","RESULTS
Among the 50 patients with chronic diarrhea and clinical suspicion of BAD, 13 (26.0%) refused either SeHCAT testing or cholestyramine therapy.",Selenium
This study was carried out to investigate the effect of different concentrations of selenium nanoparticles (Se-NPs) in the Beltsville Thawing Solution (BTS) extender on the semen quality and fertility of Hampshire crossbred pigs.,"However, the effect of nano-selenium on biological mechanism of goblet cells associated with autophagy is largely unknown.The purpose of this study was to investigate the effect of nano-selenium on the mucosal immune-defense mechanism of goblet cells (GCs) in the small intestine of laying hens.The autophagy was determined by using specific markers.",Selenium
"In our study, we conducted a two-sample Mendelian randomization (MR) investigation to probe the link between 13 human micronutrients (calcium, selenium, magnesium, phosphorus, folate, vitamins B-6, B-12, C, D, beta-carotene, iron, zinc, and copper) and the genetic susceptibility to CP.","CONCLUSION
In the observational study, we identified a negative correlation between the dietary intake of vitamin C, zinc, selenium, and CDAI and asthma risk, while our MR analyses did not find evidence to support a causal relationship between diet-derived antioxidants and the risk of asthma.",Selenium
"However, both exogenous selenite applications significantly alleviated the above toxic effects of nano-PS in lettuces, especially at a high Se level of 5 ppm.","However, the mechanism by which AMF improves the uptake of Se in rice at the transcriptome level is unknown.",Selenium
"WSSeP can effectively improve the damages of DSS to the colon, thymus, and spleen, which present protein and Se dose-dependent.","Due to the lack of data, no conclusions can be drawn on the dermal and eye irritation potential of Plexomin® Se 3000 (granules).",Selenium
"In conclusion, the results of this study indicated that acclimation to higher temperature and/or fed on diets supplemented by selenium and polyphenol, can help to mitigate the adverse effects of the heat shock in rainbow trout.","Nevertheless, there is a lack of epidemiological research examining whether Se can mitigate the adverse effects of cadmium (Cd) and lead (Pb) on hand grip strength (HGS) in middle-aged and elderly individuals.",Selenium
"This study aimed to investigate the polygenic variants associated with hypothyroidism risk and the interaction of polygenic risk scores (PRS) with dietary patterns in influencing disease risk in 56,664 participants aged >40 in a hospital-based cohort.","This study aimed to investigate the relationship between dietary Zn, Se intake and breast cancer risk in Chinese women.",Selenium
This study used 24 male rats to determine the protective effects of a new selenium molecule (glucose selenol) on cadmium (Cd) induced hepatic toxicity.,"Nevertheless, there is a lack of epidemiological research examining whether Se can mitigate the adverse effects of cadmium (Cd) and lead (Pb) on hand grip strength (HGS) in middle-aged and elderly individuals.",Selenium
"We aimed to determine the association between dietary intake of selenium and cancer risk in a case-control study of 3758 incident cancer cases (i.e., stomach, colon, rectum, lung cancers, and other sites) and 2929 control subjects in Vietnam.","This study aimed to investigate the relationship between dietary Zn, Se intake and breast cancer risk in Chinese women.",Selenium
This study was carried out to investigate the effect of different concentrations of selenium nanoparticles (Se-NPs) in the Beltsville Thawing Solution (BTS) extender on the semen quality and fertility of Hampshire crossbred pigs.,"The goal of this work was to develop well-balanced, nutritionally rich morning meals for students based on the concept of tapas, a combination of several different small meals composed of different ingredients.",Selenium
We investigated the associations between seven key micronutrients and antibody responses in 44 healthy adults with two doses of an inactivated COVID-19 vaccine.,"No consistent evidence was found for the causal associations between phosphorus and zinc levels, and the risk of CAD in patients with diabetes.",Selenium
"We aimed to determine the association between dietary intake of selenium and cancer risk in a case-control study of 3758 incident cancer cases (i.e., stomach, colon, rectum, lung cancers, and other sites) and 2929 control subjects in Vietnam.","CONCLUSION
In the observational study, we identified a negative correlation between the dietary intake of vitamin C, zinc, selenium, and CDAI and asthma risk, while our MR analyses did not find evidence to support a causal relationship between diet-derived antioxidants and the risk of asthma.",Selenium
"However, subgroup analyses by sex suggested a significant association between vitamin C intake and the risk of COVID-19 infection severity in women (OR = 1.00; 95% CI: 1.00-1.00, p = 0.028).","Subgroup analyses revealed that there was no significant correlation between gender, age, body mass index, smoking status, alcohol consumption, and diabetes mellitus in relation to the association between dietary selenium intake and the prevalence of hypertension.",Selenium
This study used 24 male rats to determine the protective effects of a new selenium molecule (glucose selenol) on cadmium (Cd) induced hepatic toxicity.,"The goal of this work was to develop well-balanced, nutritionally rich morning meals for students based on the concept of tapas, a combination of several different small meals composed of different ingredients.",Selenium
The histopathological investigation showed a healed ulcer with moderate infiltration of inflammatory cells after exposing mice's skin to SeNPs for six and 11 days.,"However, there is a lack of studies utilizing the Mendelian randomization (MR) method to explore the relationship between dietary and supplemental antioxidants with ADHD.",Selenium
"In addition, 2-(4-chlorophenyl)-2-oxoethyl)-2-((phenylselanyl)methyl)pyridin-1-ium bromide (3C) was selected to evaluate the acute oral toxicity in mice due to the best antioxidant profile.","CONCLUSION
In conclusion, antioxidant treatment failed to show the reduction of PHE volume, mid-line shifting, vasospasm and hydrocephalus in acute SAH patients.",Selenium
"Moreover, we also found a significant interaction between dietary selenium level intake and dietary zinc level intake on new-onset hypothyroidism risk (OR = 5.99, 95% CI: 1.77-20.23).","After adjusting for covariates, we found no significant associations between dietary intake of β-carotene, vitamin C, selenium (Se), and retinol and childhood eczema.",Selenium
"After stratifying the data by age, sex, and thyroid autoimmunity, a significant positive association between Se intake and T2DM was observed in individuals under 65 years of age, males, and those with negative thyroid autoimmunity.","Subgroup analyses revealed that there was no significant correlation between gender, age, body mass index, smoking status, alcohol consumption, and diabetes mellitus in relation to the association between dietary selenium intake and the prevalence of hypertension.",Selenium
This study aims to investigate the effects of dietary mineral nanoparticles (selenium or zinc) and/or Spirulina platensis (SP) independently and in combination on stressed growing rabbits.,"This study aimed to investigate the relationship between dietary Zn, Se intake and breast cancer risk in Chinese women.",Selenium
"Immunofluorescence revealed strong immunosignal for 5-methylcytosine in both control and treated cells, with a stronger signal in the 8 μM treated group.","The mixture was not linked to TSH levels, and for this hormone the uni-pollutant model revealed associations with only a few compounds.",Selenium
This study aims to investigate the effects of dietary mineral nanoparticles (selenium or zinc) and/or Spirulina platensis (SP) independently and in combination on stressed growing rabbits.,"In particular, the effects of low water temperature associated with prolonged ice-cover periods on Se uptake by periphyton and further transfer to benthic macroinvertebrates (BMI) have been overlooked.",Selenium
"We performed Mendelian randomization (MR) analyses to evaluate the effect of blood levels of eight micronutrients (copper, iron, selenium, zinc, beta-carotene, vitamin B12, vitamin C, and vitamin D) on the risk of three infections (gastrointestinal infections, pneumonia, and urinary tract infections).","CONCLUSION
In the observational study, we identified a negative correlation between the dietary intake of vitamin C, zinc, selenium, and CDAI and asthma risk, while our MR analyses did not find evidence to support a causal relationship between diet-derived antioxidants and the risk of asthma.",Selenium
"In summary, we found a U-shaped association between selenium intake and cancer risk and a safe selenium intake (mean: 117.8 µg/day) in the Vietnamese population.",We aimed to prospectively assess the association between variety and quantity of fruits and vegetables (FV) and cardiovascular diseases (CVD) incidence and mortality due to the limited evidence.,Selenium
"In conclusion, injection of vitamin E and selenium at a higher dose (G3) improved the testicular morphology, quality of fresh and post-thaw semen, and most importantly, the fertility of subfertile rabbits.",Following meta-analyses could not confirm harmful effects for high dose vitamin C in general critically ill patients and indicated benefits in the subgroup of general ICU patients with higher mortality risk.,Selenium
"However, both exogenous selenite applications significantly alleviated the above toxic effects of nano-PS in lettuces, especially at a high Se level of 5 ppm.","However, the toxic effects and potential mechanisms of BPA exposure and Se deficiency in the chicken intestines have not been studied.",Selenium
"This study evaluated the effects of Se supplementation on clinical outcomes, metabolic profiles, and uterine artery PI on Doppler ultrasound in high-risk mothers in terms of PE screening with quad marker.","In particular, the effects of low water temperature associated with prolonged ice-cover periods on Se uptake by periphyton and further transfer to benthic macroinvertebrates (BMI) have been overlooked.",Selenium
"However, both exogenous selenite applications significantly alleviated the above toxic effects of nano-PS in lettuces, especially at a high Se level of 5 ppm.","In addition, very little is currently known about the effects of a combination with Se and TUDCA on bone defects in osteoporotic states.",Selenium
"WSSeP can effectively improve the damages of DSS to the colon, thymus, and spleen, which present protein and Se dose-dependent.","However, little attention has been paid to studying the combination of Se and tubulin inhibitors.",Selenium
This study aims to investigate the effects of dietary mineral nanoparticles (selenium or zinc) and/or Spirulina platensis (SP) independently and in combination on stressed growing rabbits.,"The goal of this work was to develop well-balanced, nutritionally rich morning meals for students based on the concept of tapas, a combination of several different small meals composed of different ingredients.",Selenium
"Methods
In this cross-sectional study, we utilized the National Health and Nutrition Examination Survey data from 2011 to 2014 to examine the association between psoriasis and serum concentration and dietary intake of trace elements including copper, zinc, and selenium in the US individuals.","CONCLUSION
In the observational study, we identified a negative correlation between the dietary intake of vitamin C, zinc, selenium, and CDAI and asthma risk, while our MR analyses did not find evidence to support a causal relationship between diet-derived antioxidants and the risk of asthma.",Selenium
"The aim of this randomized, double-blind, and placebo-controlled trial was to examine the effects of a hypocaloric diet and Se-Zn co-supplementation on RMR, thyroid function, body composition, physical fitness, and functional capacity in overweight or obese individuals.","At this point, the effectiveness of Zn, Se, and their combination, on the body composition and the thyroid function of people with overweight or obesity cannot safely be determined because of the controversial results, small number, and the limitations of the identified studies.",Selenium
"The results showed that high concentrations of Sb(III) (100 µM) and Sb(V) (300 µM) caused a significant decrease in plant growth parameters, photosynthetic pigments and relative water content in rice seedlings.","Furthermore, Se concentrations in drinking water showed no significant correlation with biomarker measures, indicating that the primary source of dietary Se is likely from local foods including staple grains.",Selenium
"In the present study, we investigated the effects of chemical-based selenocystine (SeCys2) on cadmium chloride-induced human hepatocarcinoma (HepG2) cell injury and plant (Cardamine hupingshanensis)-derived SeCys2 against Cd-induced liver injury in mice.","Nevertheless, there is a lack of epidemiological research examining whether Se can mitigate the adverse effects of cadmium (Cd) and lead (Pb) on hand grip strength (HGS) in middle-aged and elderly individuals.",Selenium
"This study evaluated the effects of Se supplementation on clinical outcomes, metabolic profiles, and uterine artery PI on Doppler ultrasound in high-risk mothers in terms of PE screening with quad marker.","Nevertheless, there is a lack of epidemiological research examining whether Se can mitigate the adverse effects of cadmium (Cd) and lead (Pb) on hand grip strength (HGS) in middle-aged and elderly individuals.",Selenium
