sentence1,sentence2,drug
"The orientation group had more advantages in the length of hospital stay, postoperative disability, pulmonary infection, intracranial infection and digestive tract ulcer, and the difference was statistically significant (P < .05).","There was no statistically significant difference among the groups in terms of ICU length of stay, duration of non-ICU hospital stay, and length of hospital stay (P = .222, P = .175, and P = .067, respectively).",Coma
"The patient had 3/5 quadriparesis and a Glasgow coma scale (GCS) score of 8, which merited neurocritical intensive care.","On presentation, he was confused with altered mental status, aggressive behavior, and a Glasgow coma scale score of 10/15.",Coma
"METHODS
A retrospective review of trauma registry data was used to identify a cohort of patients 14 years and older who came to a Level 1 trauma center for a moped/scooter accident between January 2014 - December 2022.","However, no studies have used NA to characterize the interrelationships between symptoms in a cohort of patients who presented with mTBI to a U.S. Level 1 trauma center emergency department and how subacute central symptoms relate to long-term outcomes.",Coma
This meta-analysis aims to evaluate the efficacy of stereotactic puncture and craniotomy in elderly patients with hypertensive intracerebral hemorrhage.,"The Joslin Medal, awarded to patients over 50, 75 and even 80 years of life with diabetes, reflects success in the fight against this disease.",Coma
"METHODS
We conducted a secondary analysis of the Approaches and Decisions for Acute Pediatric TBI (ADAPT) Trial, which enrolled pediatric severe traumatic brain injury patients (Glasgow Coma Scale score  ≤8) with an intracranial pressure monitor from 2014 to 2018.","While there is no level I recommendation for intracranial pressure (ICP) monitoring, it is typically indicated for patients with severe traumatic brain injury (TBI) with a Glasgow Coma Scale (GCS) score of 3-8 (class II).",Coma
CASE PRESENTATION: A 60-year-old Chinese man presented with a history of bilateral blindness and bilateral hypoacousia for 3 days.,"We present the case of a 74-year-old woman, functionally independent in her daily activities, with a medical history notable for hypertension and dyslipidemia.",Coma
Half of the patients demonstrated tentorial subdural hematoma on head CT. Ischemic stroke was detected in three (43%) patients.,"Results
Increased activity of the glymphatic system was suggested in mTBI patients based on ALPS index analysis, including the MRI-negative patients.",Coma
"METHODS
The authors retrospectively reviewed the records of 1186 adult patients who presented at a level I trauma center with an intracranial hemorrhage after blunt trauma between 2016 and 2022.","However, no studies have used NA to characterize the interrelationships between symptoms in a cohort of patients who presented with mTBI to a U.S. Level 1 trauma center emergency department and how subacute central symptoms relate to long-term outcomes.",Coma
We present the case of a 65-year old man admitted for pituitary surgery complicated by post-operative difficult fluid management and subsequent lithium toxicity.,"We present the case of a 74-year-old woman, functionally independent in her daily activities, with a medical history notable for hypertension and dyslipidemia.",Coma
"This study aimed to determine the associated factors to clinical impairment, and secondarily, to determine risk factors associated to cumulative in-hospital mortality at 2, 7 and 30 days, in patients presenting prehospital seizures.","Currently, there is limited information regarding ITON in Thai populations; therefore, this study aimed to determine the risk factors of poor visual outcome in patients with this condition.",Coma
"RESULTS
A total of 957 patients with a mean age of 56.4 ± 17.0 years and a Glasgow Coma Scale score of 12 ± 3.7 on admission were included in the study.","There were no significant differences in gender, age, proportion of hypertension and diabetes, Glasgow coma score (GCS) on admission and surgical methods between the two groups.",Coma
All patients were ≤ 18 years and presented within 24 hours of injury with a Glasgow Coma Scale score of 13-15 and evidence of ICI on neuroimaging.,Five patients with Glasgow Coma Scale (GCS) scores of 14 or 15 showed no major vessel injury or midline intracranial involvement on imaging and were discharged safely.,Coma
This case-control study aimed to use DTI to evaluate the hypothalamus in 36 patients with hyponatremia and DOC due to severe brain injuries.,"Currently, there is limited information regarding ITON in Thai populations; therefore, this study aimed to determine the risk factors of poor visual outcome in patients with this condition.",Coma
The analysis included patients aged ≥16 years with a moderate-severe TBI (Glasgow Coma Scale [GCS] <13) who had an acute CT and serum biomarkers obtained ≤24h of injury.,Serum biomarkers improve outcome prediction after moderate-severe TBI across the range of imaging severities and especially in patients with a Marshall score <3.,Coma
She recovered on appropriate treatment and was discharged on Ryle's feeding tube after 26 days of hospital stay with a Glasgow Coma Scale score of E4V5M6 and a flexor plantar response.,"He recovered well with no neurological deficit and was discharged on postoperative day 5 with a Glasgow Coma Scale score of 15; however, his left eye vision remained no perception of light.",Coma
"Case 2 is a 74-year-old male with a history of viral hepatitis, and computerized tomography shows multiple nodules in the liver, which is diagnosed as liver cancer.","We present the case of a 74-year-old woman, functionally independent in her daily activities, with a medical history notable for hypertension and dyslipidemia.",Coma
Patients 5-17 years of age with severe traumatic brain injury (Glasgow Coma Scale score ≤ 8) were randomized to BMMNC or placebo (3:2).,"While there is no level I recommendation for intracranial pressure (ICP) monitoring, it is typically indicated for patients with severe traumatic brain injury (TBI) with a Glasgow Coma Scale (GCS) score of 3-8 (class II).",Coma
"This association was crucial for patients with a Glasgow Coma Score of 3-12 (odds ratio, 2.79; 95% CI: 1.33, 5.87).","On presentation, he was confused with altered mental status, aggressive behavior, and a Glasgow coma scale score of 10/15.",Coma
Half of the patients demonstrated tentorial subdural hematoma on head CT. Ischemic stroke was detected in three (43%) patients.,"BACKGROUND
There is minimal literature on the outcomes of acute traumatic subdural hematoma (SDH) in patients 90 years of age or older.",Coma
"After adjusting for age, Glasgow coma scale, ICP and CPP, mean UL-PRx and UL-PRx thresholds of 0 and +0.25 remained associated with 12-month mortality.","Coma duration was not associated with hazard of death (HR 1.00, 95 %CI 0.97-1.03) after adjusting for age, location of arrest, Charlson Comorbidity Index, and discharge mRS.",Coma
"Here, we present the case of CIN in a 59-year-old female patient with long-term cefepime antibiotic prescription for Pseudomonas bacteremia and endocarditis with multiple risk factors for reduced renal function.","We present the case of a 74-year-old woman, functionally independent in her daily activities, with a medical history notable for hypertension and dyslipidemia.",Coma
This study aimed to evaluate the CRASH model's validity to predict 14-day mortality of TBI patients who underwent surgery in low-middle income countries.,"Currently, there is limited information regarding ITON in Thai populations; therefore, this study aimed to determine the risk factors of poor visual outcome in patients with this condition.",Coma
We present a case of a 37-year-old male who presented on the second day of ictus with left-sided hemiparesis and a low Glasgow Coma Scale score (E1VTM5).,"On presentation, he was confused with altered mental status, aggressive behavior, and a Glasgow coma scale score of 10/15.",Coma
All patients were ≤ 18 years and presented within 24 hours of injury with a Glasgow Coma Scale score of 13-15 and evidence of ICI on neuroimaging.,"On presentation, he was confused with altered mental status, aggressive behavior, and a Glasgow coma scale score of 10/15.",Coma
"This was a retrospective cohort study of adult (≥18 years) trauma patients included in the NTDB from 2007 to 2019 who had an emergency department Glasgow Coma Scale score 13-15, an intracranial hemorrhage (ICH), and no skull fracture.","However, no studies have used NA to characterize the interrelationships between symptoms in a cohort of patients who presented with mTBI to a U.S. Level 1 trauma center emergency department and how subacute central symptoms relate to long-term outcomes.",Coma
She recovered on appropriate treatment and was discharged on Ryle's feeding tube after 26 days of hospital stay with a Glasgow Coma Scale score of E4V5M6 and a flexor plantar response.,"On presentation, he was confused with altered mental status, aggressive behavior, and a Glasgow coma scale score of 10/15.",Coma
"Adding prehospital heart rate <65/min and systolic blood pressure >150 mm Hg to Glasgow Coma Scale score ≤12 improved the positive predictive value for moderate to severe traumatic brain injury (55.3%), with a preserved negative predictive value of 96.4%.","While there is no level I recommendation for intracranial pressure (ICP) monitoring, it is typically indicated for patients with severe traumatic brain injury (TBI) with a Glasgow Coma Scale (GCS) score of 3-8 (class II).",Coma
"We designed this multicenter, cross-sectional study to investigate the predictive efficiency of SOFA with or without GCS on ICU mortality in patients with sepsis.","Currently, there is limited information regarding ITON in Thai populations; therefore, this study aimed to determine the risk factors of poor visual outcome in patients with this condition.",Coma
"We designed this multicenter, cross-sectional study to investigate the predictive efficiency of SOFA with or without GCS on ICU mortality in patients with sepsis.","CONCLUSIONS
This NTDB study demonstrates no differences in length of stay, days in the ICU or on the ventilator in patients with humeral shaft fractures treated non-operatively versus operative fixation.",Coma
"After 3 days, the serum ammonia level was 78.34 μg/dL with an increased Glasgow Coma Scale score of 15, and electroencephalography abnormalities disappeared.","On presentation, he was confused with altered mental status, aggressive behavior, and a Glasgow coma scale score of 10/15.",Coma
"This was a retrospective cohort study of adult (≥18 years) trauma patients included in the NTDB from 2007 to 2019 who had an emergency department Glasgow Coma Scale score 13-15, an intracranial hemorrhage (ICH), and no skull fracture.","Background To the best of our knowledge, we have found no trauma consultation study investigating Injury Severity Score (ISS) ≥16, Glasgow Coma Scale score (GCS), intracranial hemorrhage (ICH), age, preexisting medical conditions (PEMC), and smoking as risk conditions for mortality.",Coma
"BACKGROUND
We assess the effects of standard decompressive craniectomy with stepwise decompression of the intracranial compartment on the postoperative neurologic function, hemodynamics, and Glasgow Outcome Scale (GOS) score of patients with severe traumatic brain injury (sTBI).","While there is no level I recommendation for intracranial pressure (ICP) monitoring, it is typically indicated for patients with severe traumatic brain injury (TBI) with a Glasgow Coma Scale (GCS) score of 3-8 (class II).",Coma
"METHODS
All traumatic brain injury patients ≥65 with Glasgow coma scores (GCS) of 4-11 from 2018 to 2019 at level I and II centers were selected from the National Trauma Data Bank.","While there is no level I recommendation for intracranial pressure (ICP) monitoring, it is typically indicated for patients with severe traumatic brain injury (TBI) with a Glasgow Coma Scale (GCS) score of 3-8 (class II).",Coma
"METHODS
Patients (1-18 years old) transferred from the scene to a level 1 pediatric trauma center from 2010 to 2020 with complete prehospital and emergency department vital signs, and Glasgow Coma Scale (GCS) scores were included.","However, no studies have used NA to characterize the interrelationships between symptoms in a cohort of patients who presented with mTBI to a U.S. Level 1 trauma center emergency department and how subacute central symptoms relate to long-term outcomes.",Coma
"A 25-month-old male child presented to a rural hospital in The Gambia with a one-week history of persistent high-grade fever, dyspnoea, and anorexia.","We present the case of a 74-year-old woman, functionally independent in her daily activities, with a medical history notable for hypertension and dyslipidemia.",Coma
