sentence1,sentence2,drug
"This study evaluates the effectiveness of ChatGPT and the text-embedding-ada-002 (ADA) model in detecting post-traumatic stress disorder following childbirth (CB-PTSD), a maternal postpartum mental illness affecting millions of women annually, with no standard screening protocol.","BACKGROUND
Although birth trauma may be a risk factor for postpartum post-traumatic stress disorder (PTSD), no systematic review regarding the incidence of postpartum PTSD in women with traumatic childbirth has been reported.",Post-traumatic stress disorder
"This study evaluates the effectiveness of ChatGPT and the text-embedding-ada-002 (ADA) model in detecting post-traumatic stress disorder following childbirth (CB-PTSD), a maternal postpartum mental illness affecting millions of women annually, with no standard screening protocol.","BACKGROUND
Although birth trauma may be a risk factor for postpartum post-traumatic stress disorder (PTSD), no systematic review regarding the incidence of postpartum PTSD in women with traumatic childbirth has been reported.",Post-traumatic stress disorder
A tendency to emerge post-traumatic stress disorder (PTSD) was seen in 68 (58.1%) of the participants (Peritraumatic Distress Inventory (PDI) score >14) and 34 (29.1%) of all the participants (PDI score >23).,"However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"Over 80% of participants perceived cannabis as helpful for post-traumatic stress disorder (88.7%), epilepsy (85.3%) and cancer (83.4%).","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"As the intervention progressed, the control group had the highest scores on the Post-Traumatic Stress Disorder Checklist-Citizen Version (PCL) and the Hyperactivity Checklist 32 (HCL-32), followed by the Sweet Orange Aromatherapy Massage Group and the Emotional Release Technique group and combined treatment group.",GAD-7 and EPDS scores also increased significantly in the emotional release technique group and the sweet orange aromatherapy massage group.,Post-traumatic stress disorder
This study aimed to determine the prevalence of post-traumatic stress disorder (PTSD) and related individual and occupational factors in Turkish paramedics during the eleventh month of the COVID-19 pandemic.,"However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"Although post-traumatic stress disorder (PTSD) has been well-studied in this population, the purpose of the present scoping review is to provide a first synthesis of the existing literature on PTG in pediatric transplant populations.","BACKGROUND
Although birth trauma may be a risk factor for postpartum post-traumatic stress disorder (PTSD), no systematic review regarding the incidence of postpartum PTSD in women with traumatic childbirth has been reported.",Post-traumatic stress disorder
This study assessed the association between sociodemographic factors and post-traumatic stress symptoms (PTSS) among 18-24-year-olds during the first wave of the COVID-19 pandemic.,There is no significant association between patient demographics and severity of the injuries with the prevalence of post-traumatic stress disorder (PTSD) and depression symptoms.,Post-traumatic stress disorder
"Objective
We aimed to estimate the prevalence and comorbidity of post-traumatic stress symptoms (PTSS), depression and anxiety symptoms in HCWs from Fangcang shelter hospitals during the pandemic.","There were no significant changes in the symptoms of post-traumatic stress disorder, depression and anxiety disorder.",Post-traumatic stress disorder
"Research on the mental health of university staff during the COVID-19 pandemic has uncovered a high prevalence of probable anxiety, depression, and post-traumatic stress disorder among academic and non-academic staff in many parts of the world.","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"In rescue/recovery workers, increased non-cancer mortality risk was associated with PTSD (aHR = 2.13, 95% CI = 1.13-4.00) and witnessing ≥3 traumatic events (aHR = 2.00, 95% CI = 1.13-3.55).","Among those with any trauma (n = 711), coal mining was not associated with increased risk of PTSD (OR 0.80; 95% CI 0.5 to 1.3].",Post-traumatic stress disorder
"Although post-traumatic stress disorder (PTSD) has been well-studied in this population, the purpose of the present scoping review is to provide a first synthesis of the existing literature on PTG in pediatric transplant populations.","The information collected, to date, has not demonstrated the effectiveness of drug therapy in preventing the development of post-traumatic stress disorder (PTSD), and therefore, there is no recommendation for providing drug therapy as a routine treatment for ASD.",Post-traumatic stress disorder
"Gender differences in the lifetime prevalence of post-traumatic stress disorder (PTSD) have been well described with rates reported as approximately 10%-12% in females and 5%-6% in males (Olff, 2017).",There is no significant association between patient demographics and severity of the injuries with the prevalence of post-traumatic stress disorder (PTSD) and depression symptoms.,Post-traumatic stress disorder
"Amygdala connectivity was associated with 3-month PTSD symptoms, but the associations differed by racial/ethnic group and were partly driven by group differences in structural inequities.","Importantly, amygdala downregulation was not associated with significantly improved PTSD symptoms, whereas PCC downregulation was associated with reduced reliving and distress symptoms over the course of this single training session.",Post-traumatic stress disorder
"This study aimed to fill this gap by examining the prevalence of anxiety, depression, and risk for Post-Traumatic Stress Disorder (PTSD) among school students in post-lockdown of the COVID-19 pandemic.","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"Several studies attest to the long-term consequences of COVID-19 infection on survivors' mental illness, especially in terms of high prevalence of post-traumatic stress disorder (PTSD) 1-3 months after hospitalization.","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"This study aimed to fill this gap by examining the prevalence of anxiety, depression, and risk for Post-Traumatic Stress Disorder (PTSD) among school students in post-lockdown of the COVID-19 pandemic.","In contrast, no association has been found in terms of age and length of service for an increase in the risk of PTSD, following exposure to trauma in relation to healthcare services during the COVID-19 pandemic.",Post-traumatic stress disorder
"Over 80% of participants perceived cannabis as helpful for post-traumatic stress disorder (88.7%), epilepsy (85.3%) and cancer (83.4%).","Additionally, MI has not been explored as a mechanism of risk for post-traumatic stress disorder (PTSD) in trauma-exposed civilians.",Post-traumatic stress disorder
"We find that in a rat model of post-traumatic stress disorder (PTSD), a single injection of GO to the lateral amygdala following the stressful event induced PTSD-related behavior remission and reduced dendritic spine densities.","The information collected, to date, has not demonstrated the effectiveness of drug therapy in preventing the development of post-traumatic stress disorder (PTSD), and therefore, there is no recommendation for providing drug therapy as a routine treatment for ASD.",Post-traumatic stress disorder
"From T1 to T4, the rate of COVID-19 patients steadily increased, staff exceeded the threshold for post-traumatic stress disorder at T1 and T4; staff reported not enough rest or sleep 50% of the month, T1-T4.","Patient reported preinjury function was not adversely affected by the presence of illicit substances or alcohol, nor were levels of post-traumatic stress disorder and depression found to be higher in patients with positive toxicology screens.",Post-traumatic stress disorder
"Four hundred and seventy-eight iHAWs filled in questionnaires about sexual harassment, depression, anxiety, and Post-Traumatic Stress Disorder (PTSD) as part of a larger study on health and well-being.","Objective: There is a lack of research on complex post-traumatic stress disorder (CPTSD) in older individuals, with little known about the temporal course of CPTSD.",Post-traumatic stress disorder
"Analyzing medical records from April 2016 to March 2021, the authors identified a significant dropout rate of 43.2% among post-traumatic stress disorder (PTSD) patients within the first 5 years.","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"BACKGROUND
This study investigated post-traumatic stress disorder (PTSD), anxiety, depression and their related factors among coronavirus disease 2019 (COVID-19) patients during the fourth wave of the pandemic in Vietnam.","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"In 14.5% of the respondents, the psychosocial impact of COVID-19 also varied from the possibility of post-traumatic stress disorder (PTSD) to immunosuppression (p < 0.01).","However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"BACKGROUND
We sought to identify potentially modifiable in-hospital factors associated with global cognition, post-traumatic stress disorder (PTSD) symptoms, and depression symptoms at 12 months.","Introduction
Real-time fMRI-based neurofeedback (rt-fMRI-NFB) is a non-invasive technology that enables individuals to self-regulate brain activity linked to neuropsychiatric symptoms, including those associated with post-traumatic stress disorder (PTSD).",Post-traumatic stress disorder
"Analyzing medical records from April 2016 to March 2021, the authors identified a significant dropout rate of 43.2% among post-traumatic stress disorder (PTSD) patients within the first 5 years.","Objectives
No large-scale randomized clinical trial investigations have evaluated the potential differential effectiveness of early interventions for post-traumatic stress disorder (PTSD) among injured patients from racial and ethnic minority backgrounds.",Post-traumatic stress disorder
The present study examined the severity and the correlates of post-traumatic stress disorder (PTSD) and depression symptoms severity in newly diagnosed people with multiple sclerosis (PwMS) compared to healthy people during the outbreak of the Oct.7th war on Gaza.,"OBJECTIVE
To date no research has examined the potential influence of acute stress symptoms (ASD) on subsequent development of post-traumatic stress disorder (PTSD) symptoms in stroke survivors.",Post-traumatic stress disorder
"In the present study, we examined transdiagnostic factors in a clinical sample of 1153 individuals with comorbid EDs and post-traumatic stress disorder (99.6% of the sample), specifically considering differences between those who identified as religious, spiritual, or neither.","Conclusion
There were no differences in clinical outcomes over time within the context of an adjunctive randomised controlled trial between those with bipolar disorder alone compared to those with comorbid bipolar disorder and post-traumatic stress disorder.",Post-traumatic stress disorder
We performed a PubMed search for microRNAs (miRNAs) in post-traumatic stress disorder (PTSD) that could serve as diagnostic biomarkers and found 18 original research articles on studies performed with human patients and published January 2012 to December 2023.,"However, there is a lack of research on post-traumatic stress disorder (PTSD) and the perceived quality of life (QOL) in patients undergoing complex aortic procedures, such as open TAAA repair.",Post-traumatic stress disorder
"BACKGROUND
Empirical evidence shows that 4.6-6.3% of all women develop a post-traumatic stress disorder (PTSD) and approximately 10-15% postpartum depression (PPD) following childbirth.",There is no significant association between patient demographics and severity of the injuries with the prevalence of post-traumatic stress disorder (PTSD) and depression symptoms.,Post-traumatic stress disorder
"This systematic review addressed this by estimating the global prevalence of common mental health disorders, namely anxiety, depression, and post-traumatic stress disorder (PTSD), in paramedic students internationally.","However, in a rat model of post-traumatic stress disorder (PTSD), the important role of LH orexin neurons (OXNs) in the anxiolytic effects induced by EA has not been explored.",Post-traumatic stress disorder
