sentence1,sentence2,drug
"CONCLUSIONS
Despite limitations, this study shows an association between the use of lenvatinib and the development of lipid alterations in patients with advanced thyroid cancer.","Conclusions and Relevance
In this cohort study, ranitidine use was not associated with an increased risk of cancer compared with the use of other H2RAs.",Thyroid cancer
"OBJECTIVE
We aimed to evaluate the gallium-68-labeled fibroblast-activation protein inhibitor (68Ga-FAPI) positron emission tomography/computed tomography (PET/CT) in localizing papillary thyroid carcinoma (PTC) foci in patients with biochemical relapse.","BACKGROUND
The association between thyroid hormone sensitivity and thyroid cancer is unknown, and we aimed to investigate the association between sensitivity to thyroid hormone indices and papillary thyroid carcinoma (PTC) in Chinese patients with thyroid nodules (TNs).",Thyroid cancer
"Conclusions
Hypoechogenicity and calcifications in Bethesda III and IV thyroid nodules are strong predictors of thyroid cancer and associated with a two-fold increased risk of malignancy.","Conclusions and Relevance
In this cohort study, ranitidine use was not associated with an increased risk of cancer compared with the use of other H2RAs.",Thyroid cancer
The approval of cabozantinib as salvage therapy for progressive radioactive iodine-refractory differentiated thyroid cancer following failure with sorafenib or lenvatinib adds to the available armamentarium of active agents.,"PURPOSE
The phase II/III study of donafenib was initiated when there was no available treatment indicated for Chinese patients with progressive radioactive iodine-refractory differentiated thyroid cancer (RAIR-DTC).",Thyroid cancer
"Results
Our study revealed causal relationship between genetically predicted breast cancer and thyroid cancer (IVW method, odds ratio (OR) = 1.135, 95% confidence interval (CI): 1.006 to 1.279, P = 0.038).","However, there was no causal association between genetically predicted triple-negative breast cancer and thyroid cancer (OR = 0.817, 95% CI: 0.610 to 1.095, P = 0.177).",Thyroid cancer
"The pooled analysis showed a significantly 64% increment of thyroid cancer risk in association with any hysterectomy (OR 1.64, 95% CI 1.48-1.81; I2 = 28.68%, p = 0.156).","Conversely, the minor allele G of RET (rs77709286) exhibited a non-significant association with thyroid cancer risk (P = 0.2614), and neither genotype showed significant associations (CG; P = 0.317, GG; P = 0.651).",Thyroid cancer
The fine needle aspiration cytology of the nodule confirmed papillary thyroid cancer (PTC) with some atypical histiocytes.,"However, repetitive fine needle aspiration cytology of thyroid lesion were excluded from the study.",Thyroid cancer
"METHODS
We performed a detailed retrospective cohort analysis of 48,021 cases of papillary thyroid cancer using data from the Epidemiology, and End Results (SEER) database from 1992 to 2019.","Nevertheless, the MR results derived from genetic data do not support a causal link between susceptibility to COVID-19 and the risk of thyroid cancer or between very severe cases of COVID-19 and the risk of thyroid cancer.",Thyroid cancer
"CONCLUSIONS
A combination of four sonographic features correlates with metastatic PTC to lymph nodes and has the highest specificity and PPV for malignancy.","To select patients for lymphadenectomy, we recommend using the combined method (FNAB-C and FNA-Tg) with a sensitivity of 96% and specificity of up to 97%.",Thyroid cancer
"RESULTS
The incidence of blood S-FN-positive cases was 24 (38.0%) in 63 examined patients with thyroid cancer.","The incidence of thyroid cancer in semaglutide-treated patients was less than 1%, suggesting no significant risk.",Thyroid cancer
This study aimed to examine the risk of thyroid cancer in patients with eight ADs compared with those without ADs.,"The incidence of thyroid cancer in patients with β-thalassemia is currently unknown; however, there may be utility in routine surveillance of this patient population.",Thyroid cancer
"CONCLUSION
Overall, thermal ablation is an effective and safe treatment for thyroid cancer metastatic lymph nodes with diameters of 10-20mm.","PURPOSE
Dosimetry is rarely performed for the treatment of differentiated thyroid cancer patients with Na[131I]I (radioiodine), and information regarding absorbed doses delivered is limited.",Thyroid cancer
This study aims to establish the risk of thyroid cancer in operated patients with Thy3 cytology and correlate it with patient demographics and nodule size.,"The incidence of thyroid cancer in patients with β-thalassemia is currently unknown; however, there may be utility in routine surveillance of this patient population.",Thyroid cancer
This study aimed to examine the risk of thyroid cancer in patients with eight ADs compared with those without ADs.,"RESULTS
Referring physicians were unable to establish a treatment plan for 81% of patients with thyroid cancer in the absence of PET/CT.",Thyroid cancer
"RESULTS
A total of 6778 patients diagnosed with thyroid cancer who underwent thyroidectomy were screened, of whom 1299 (19.2%) patients were obese.","RESULTS
Referring physicians were unable to establish a treatment plan for 81% of patients with thyroid cancer in the absence of PET/CT.",Thyroid cancer
"RESULTS
The morbidity of other malignant tumors in patients with gynecological cancer was 8.07%.","RESULTS
Referring physicians were unable to establish a treatment plan for 81% of patients with thyroid cancer in the absence of PET/CT.",Thyroid cancer
The Cancer Genome Atlas data analysis demonstrated that potent activation of the JAK/STAT signaling was associated with shorter recurrence rate in patients with differentiated thyroid cancer.,Analysis of the human thyroid cancer database of The Cancer Genome Atlas (TCGA) showed that THRA gene expression is lost in highly dedifferentiated anaplastic thyroid cancer (ATC).,Thyroid cancer
"Hysterectomy with oophorectomy was associated with an increase of thyroid cancer risk of 39% (OR 1.39, 95% CI 1.16-1.67; I2 = 42.10%, p = 0.049).","Using DPP-4 inhibitors was also not associated with an increased risk of thyroid cancer (0.95, 0.79-1.14) compared with that of SGLT2 inhibitors.",Thyroid cancer
"Pooled analyses indicated that occupational radiation exposure was associated with a 67% higher risk of thyroid cancer (OR=1.61, 95% CI: 1.27-2.04, P<0.001).","Using DPP-4 inhibitors was also not associated with an increased risk of thyroid cancer (0.95, 0.79-1.14) compared with that of SGLT2 inhibitors.",Thyroid cancer
This study aimed to examine the risk of thyroid cancer in patients with eight ADs compared with those without ADs.,"Conclusions and Relevance
In this cohort study, ranitidine use was not associated with an increased risk of cancer compared with the use of other H2RAs.",Thyroid cancer
"RESULTS
The correlation between the incidence of thyroid cancer and the HDI was significant and positive (r = 0.47, p-value < 0.001).",There was no significant relationship between high thyroid stimulating hormone (TSH) and the type of malignancy (P = 0.059).,Thyroid cancer
"PURPOSE
In pediatric patients with differentiated thyroid cancer (DTC) we assessed the prognostic value of the 12-month response to therapy after initial treatment with surgery and radioactive iodine (RAI).","CONTEXT
The waiting time for radioactive iodine therapy (WRAIT) after total thyroidectomy (TT) in patients with papillary thyroid cancer (PTC) and lymph node metastases (N1) has not been sufficiently investigated for risk of adverse outcomes.",Thyroid cancer
