sentence1,sentence2,drug
This study aimed to examine the association of serum uric acid (SUA) levels with prevalence and long-term mortality of MAFLD in a nationally representative sample of US adults.,This study aimed to investigate the association between MetS components and levels of serum hs-CRP and SUA using representative and reliable data for the Korean population.,Uric acid
"This study aims to characterize the cardiometabolic and metabolic profile of lean/normal, overweight and obese patients with nonalcoholic fatty liver disease on a big sample.","However, there are currently few research reports on SDF-1 in childhood obesity and nonalcoholic fatty liver disease (NAFLD), and this study aims to explore the relationship between SDF-1 and obesity related indicators in obese children.",Uric acid
"When serum uric acid levels are less than 352 μmol/L, the risk of cognitive dysfunction increases by 2% for each unit increase in serum uric acid levels in patients with AF.","There was a non-linear relationship between serum uric acid levels and the risk of cognitive dysfunction in patients with AF, and the inflection point was 352 μmol/L.",Uric acid
This study aims to investigate the association between dyslipidemia parameters and decreased serum vitamin D levels among the southern Taiwanese population during a health examination.,This study aimed to investigate the association between MetS components and levels of serum hs-CRP and SUA using representative and reliable data for the Korean population.,Uric acid
"The partial correlation analysis controlling for age and sex showed that the fimbria volume in the patient group was significantly positively associated with NAB scores (r = 0.382, pFDR = 0.024); serum levels of SOD in the patient group showed a significantly positive correlation with fimbria volume (r = 0.360, pFDR = 0.036).","Correlation analysis showed that the expression level of PGC-1a gene in the patient group was negatively correlated with very low-density lipoprotein levels (r =-0.451), and the expression level of PARK2 gene in the patient group was negatively correlated with uric acid levels (r =-0.447).",Uric acid
"Conclusion
This MR study robustly demonstrates a significant causal relationship between genetically elevated serum uric acid and various cardiovascular diseases, suggesting that higher levels may enhance the risk of cardiovascular events.","Conclusions
Our study provides genetic evidence indicating no significant causal relationship between serum uric acid levels and male infertility in the general population, suggesting that serum uric acid is not a potential risk factor for male infertility.",Uric acid
"In multivariate regression analysis, higher systolic BP (per 10-mmHg increase) was significantly associated with reduced proteinuria (odds ratio 2.51, 95% confidence interval 1.35-4.66; p = 0.004).","In multivariable logistic regression models, hyperuricemia was not associated with a significantly increased risk of AKI (adjusted Odds Ratio [OR]: 1.58; 95% confidence interval [CI]: 0.81-3; P = .17).",Uric acid
"Correlation analysis showed that the serum levels of IL-22 and IL-27 were positively correlated with the duration of disease and serum levels of fasting blood glucose, low-density lipoprotein, uric acid, blood creatinine and cystatin C. However, they were negatively correlated with glomerular filtration rate (P<0.05).","Correlation analysis showed that the expression level of PGC-1a gene in the patient group was negatively correlated with very low-density lipoprotein levels (r =-0.451), and the expression level of PARK2 gene in the patient group was negatively correlated with uric acid levels (r =-0.447).",Uric acid
"BACKGROUND
To examine the association between elevated serum uric acid (SUA) levels and the rapid decline in kidney function by conducting a retrospective cohort study on a physically healthy population in Urumqi, China.","The aim of this study was to examine trends in serum uric acid (SUA) levels over a recent 5-year period according to age, sex, obesity, and abdominal obesity among Korean children and adolescents.",Uric acid
"In women, the lower levels of uric acid were significantly associated with depressive symptoms in the multivariable logistic regression analysis (odds ratio, 1.36; 95% confidence interval, 1.10-1.68; p = 0.005).","In amyloid positive women, serum uric acid levels were not associated with the annual change in amyloid accumulation (unstandardized β = 0.0005, SE = 0.0006, p value = 0.4179).",Uric acid
"RESULTS
T. chebula treatment significantly decreased the serum uric acid (SUA), blood urea nitrogen (BUN) and serum creatinine (SCr) levels in HN rats and ameliorated renal pathological injury and fibrosis.","PS-MPs administration decreased the levels of blood urea nitrogen (BUN) in mice, while serum creatinine (CRE) and uric acid (UA) concentrations were unaffected.",Uric acid
"Among all populations, the group with elevated levels of uric acid (Q4) exhibited a significant association with the overall mortality risk among stroke patients in all three models (model 1 p < 0.001, model 2 p < 0.001, model 3 p < 0.001).","In the male population, there was no significant correlation observed between uric acid levels and the overall mortality risk among stroke patients in model 3 (Q2 p = 0.8, Q3 p = 0.2, Q4 p = 0.2).",Uric acid
"The MR analysis indicated a positive association between LDL-C levels and the risk of psoriasis (odds ratio [OR] = 1.23, 95% confidence interval [CI]: 1.03-1.47, P = .02).","No significant differences were identified in the incidence of hyperuricemia between the tolvaptan group and the placebo group (odds ratio (OR) = 1.23, 95% confidence interval (CI) = 0.97 to 1.55, p = 0.09).",Uric acid
"Regression analysis revealed that the serum levels of triglycerides and uric acid were significantly (0.059, p = 0.013; 0.076, p = 0.001) associated with insulin sensitivity indices.","Further association analysis indicated that Tuzzerella was negatively associated with the expression of BEST4 and DGKB genes, serum uric acid levels, and tumor weight.",Uric acid
"The results of the meta-analysis confirmed that there was a significant correlation between serum uric acid levels and the occurrence of AKI (SMD = 1.61, 95% CI = 0.69 to 2.54, I2 = 96.94%; p value = 0.001).","However, no significant correlation was observed between serum uric acid levels and the occurrence of aortic dissection (AD) (OR = 0.893, 95 % CI = 0.602-1.326, P = 0.576).",Uric acid
"In particular, to the best of our knowledge, we identified the rare variants rs559954634, rs186763678, and 13-85340782-G-A for the first time to be associated with gout in Taiwanese males.","To the best of our knowledge, spontaneous TLS in the chronic phase of CML successfully treated with allopurinol and aggressive hydration has yet to be reported in the literature.",Uric acid
"In this study, we investigated the relationship between serum uric acid (SUA) levels and echogenic patterns of plaque instability in elderly subjects with carotid atherosclerosis.","There was a non-linear relationship between serum uric acid levels and the risk of cognitive dysfunction in patients with AF, and the inflection point was 352 μmol/L.",Uric acid
"There was also a linear negative association between blood uric acid levels and cognitive impairment risk in the male subgroup analysis (RR = 0.97, 95% CI: 0.95-0.99, P < 0.05).","In the male population, there was no significant correlation observed between uric acid levels and the overall mortality risk among stroke patients in model 3 (Q2 p = 0.8, Q3 p = 0.2, Q4 p = 0.2).",Uric acid
"RESULTS
The RLS frequency in patients with psoriasis was 18.6% vs. 5.7% in the control group (P = 0.018).","RESULTS
The rs5443:C>T variant was not associated with arterial hypertension in the evaluated population (p = 0.88).",Uric acid
"When serum uric acid levels are less than 352 μmol/L, the risk of cognitive dysfunction increases by 2% for each unit increase in serum uric acid levels in patients with AF.","Each unit increase in the score is associated with increased risks for hyperlipidemia, diabetes, and hypertension, and elevated levels of HbA1c, cholesterol, body mass index, and serum uric acid.",Uric acid
"Conclusion
Our study reported a positive association between the UHR and diabetic-related vascular complications in men and postmenopausal women.",We did not observe a significant association between mushroom intakes and hyperuricemia in the NHANES men and women.,Uric acid
"Regression analysis revealed that the serum levels of triglycerides and uric acid were significantly (0.059, p = 0.013; 0.076, p = 0.001) associated with insulin sensitivity indices.",Multivariate logistic regression analysis showed that serum miR-23a-3p levels were not associated with the development of DKD after adjusting for other levels of influence and were not significant for the differentiation of NON and DKD.,Uric acid
Further subgroup analysis revealed that the level of SII was positively associated with gout in the female group and the group with eGFR of 60-89.9 mL/min/1.73 m2.,"Correlation analysis showed that the expression level of PGC-1a gene in the patient group was negatively correlated with very low-density lipoprotein levels (r =-0.451), and the expression level of PARK2 gene in the patient group was negatively correlated with uric acid levels (r =-0.447).",Uric acid
"In particular, to the best of our knowledge, we identified the rare variants rs559954634, rs186763678, and 13-85340782-G-A for the first time to be associated with gout in Taiwanese males.","To the best of our knowledge, this is the first time an all-textile (fabric-integrated), battery-free and wirelessly powered smart bandage have been proposed for wound monitoring.",Uric acid
"Regression analysis revealed that the serum levels of triglycerides and uric acid were significantly (0.059, p = 0.013; 0.076, p = 0.001) associated with insulin sensitivity indices.","In amyloid positive women, serum uric acid levels were not associated with the annual change in amyloid accumulation (unstandardized β = 0.0005, SE = 0.0006, p value = 0.4179).",Uric acid
"The findings revealed a positive association between serum uric acid levels and the risk of aortic aneurysm (AA) (odds ratio [OR] = 1.200, 95 % confidence interval [CI]: 1.020-1.400, P = 0.0239).","No association was found between uric acid levels and the risk of AD (OR,0.812; 95 % CI, 0.423-1.200; p = 0.293).",Uric acid
"In the quartile analysis, women in the highest quartile showed an 8.49-fold increased risk of diabetes (OR = 8.494, 95% CI: 5.542-13.019, p < 0.001), whereas no significant association was observed in men (p > 0.05).","However, in the IVW analysis, no causality between SUA levels and the risk of heart failure was observed (OR = 1.03, 95% CI: 0.97-1.09, p = 0.293).",Uric acid
"Asprosin was positively correlated with systolic blood pressure (SBP), triglycerides, creatinine, serum uric acid and low-density lipoprotein cholesterol in the diabetes duration ≤5 years group (P < 0.05).","Correlation analysis showed that the expression level of PGC-1a gene in the patient group was negatively correlated with very low-density lipoprotein levels (r =-0.451), and the expression level of PARK2 gene in the patient group was negatively correlated with uric acid levels (r =-0.447).",Uric acid
"The results showed that the highest and lowest tea consumption categories were associated with elevated SUA levels (WMD = 9.76 μmol/L, 95% CI: 2.03, 17.49, P = 0.013).","IVW showed that SUA levels were not significantly associated with psoriasis in Europeans (OR = 1.099, 95% CI: 0.963-1.254, P = 0.159) or East Asians (OR = 1.297, 95% CI: 0.576-2.918, P = 0.528).",Uric acid
"In women, the lower levels of uric acid were significantly associated with depressive symptoms in the multivariable logistic regression analysis (odds ratio, 1.36; 95% confidence interval, 1.10-1.68; p = 0.005).","In multivariable logistic regression models, hyperuricemia was not associated with a significantly increased risk of AKI (adjusted Odds Ratio [OR]: 1.58; 95% confidence interval [CI]: 0.81-3; P = .17).",Uric acid
"Multivariate analysis showed elevated uric acid levels remained significantly associated with PH (OR 1.29, 95% CI 1.05-1.58, P = 0.01).","RESULTS
Multivariate analysis showed that, in men, serum uric acid levels were not significantly associated with incident type 2 diabetes after adjusting for diabetes risk factors.",Uric acid
"Results The prevalence of hyperuricemia in patients with non-dialysis CKD was 77.8%, and the average serum uric acid was 494.21 ± 131.57 µmol/L.","There was a non-linear relationship between serum uric acid levels and the risk of cognitive dysfunction in patients with AF, and the inflection point was 352 μmol/L.",Uric acid
"RESULTS
In women, adjusted multivariable regression models showed that SUA (4.1-4.3mg/dl) was associated with higher odds of periodontitis (OR = 1.43; 95% confidence interval (CI):1.0 ~ 2.03, p = 0.047) with SUA (≤ 3.3mg/dl) as reference.","In multivariable logistic regression models, hyperuricemia was not associated with a significantly increased risk of AKI (adjusted Odds Ratio [OR]: 1.58; 95% confidence interval [CI]: 0.81-3; P = .17).",Uric acid
"The results showed that Ni concentration (5.70 ± 3.21 μg/L) and uric acid level (355.95 ± 67.87 μmol/L) in the serum were increased in the exposure group with a significant positive correlation (r = 0.413, p < 0.0001).","Correlation analysis showed that the expression level of PGC-1a gene in the patient group was negatively correlated with very low-density lipoprotein levels (r =-0.451), and the expression level of PARK2 gene in the patient group was negatively correlated with uric acid levels (r =-0.447).",Uric acid
"In this study, we investigated the relationship between serum uric acid (SUA) levels and echogenic patterns of plaque instability in elderly subjects with carotid atherosclerosis.","BACKGROUND
The relationship between variation in serum uric acid (SUA) levels and brain health is largely unknown.",Uric acid
"The multivariable logistic regression analysis revealed that the preoperative uric acid level (adjusted odds ratio [aOR]: 0.67, 95% confidence interval [CI]: 0.49-0.90, p = 0.008) and age (aOR: 1.09, 95% CI: 1.02-1.16, p = 0.008) were significantly associated with POD.","In multivariable logistic regression models, hyperuricemia was not associated with a significantly increased risk of AKI (adjusted Odds Ratio [OR]: 1.58; 95% confidence interval [CI]: 0.81-3; P = .17).",Uric acid
"Conclusion
This MR study robustly demonstrates a significant causal relationship between genetically elevated serum uric acid and various cardiovascular diseases, suggesting that higher levels may enhance the risk of cardiovascular events.","BACKGROUND
Despite the fact that observational studies have reported associations between serum uric acid (SUA) and depressive symptoms risk in East Asian populations, there is a lack of evidence demonstrating a causal relationship between them.",Uric acid
"BACKGROUND
Previous studies have found a relationship between hypertension or cardiovascular disease and simple renal cysts (SRCs) in health check-up population, but SRCs incidence is still controversially associated with serum uric acid (SUA) concentration in the nondiabetic participants.","BACKGROUND
Despite the fact that observational studies have reported associations between serum uric acid (SUA) and depressive symptoms risk in East Asian populations, there is a lack of evidence demonstrating a causal relationship between them.",Uric acid
"The average serum uric acid level was (383.26 ± 110.11) μmol/L, and the incidence of cognitive dysfunction was 79.76%.","There was a non-linear relationship between serum uric acid levels and the risk of cognitive dysfunction in patients with AF, and the inflection point was 352 μmol/L.",Uric acid
"After adjusting for related confounding factors, multivariate logistic regression analysis showed that hemoglobin was associated with serum uric acid, and the OR values (95%CI) of hemoglobin Q2 to Q4 group were 1.29 (1.13-1.48), 1.42 (1.24-1.62) and 1.51 (1.32-1.72), respectively (P0.001) when compared with hemoglobin Q1 group.",Multivariate logistic regression analysis showed that serum miR-23a-3p levels were not associated with the development of DKD after adjusting for other levels of influence and were not significant for the differentiation of NON and DKD.,Uric acid
