sentence1,sentence2,drug
"METHODS
We enrolled patients with chronic hepatitis C who underwent direct-acting antiviral therapy and achieved sustained virologic response at 12 weeks between 2012 and 2018.","Background and aim
Hepatitis C virus (HCV) treatment fails to achieve sustained virological response at 12 weeks (SVR12) in 5-10 % and requires retreatment with second-line drugs.",Hepatitis C
"All adult patients with chronic HCV GT1a and compensated liver disease who had received 12 weeks of EBR/GZR without ribavirin and baseline RAS testing, were included.","CONCLUSION
We observed high SVR rates among patients with HCV GT1a infection treated with EBR/GZR for 12 weeks without ribavirin, with no regard to baseline viral load and no RAS testing.",Hepatitis C
"The overall pooled prevalence of hepatitis B virus and hepatitis C virus infection among waste handlers in Ethiopia was 5.07% (2.0-8.15) and 1.46% (0.52-2.4), respectively.","Hepatitis B virus and hepatitis C virus infection were not statistically associated with the type of waste handlers, that is, there was no difference between medical and nonmedical waste handlers.",Hepatitis C
"BACKGROUND
Using direct-acting antivirals (DAAs) for recently acquired hepatitis C virus (RAHCV) infections, particularly in human immunodeficiency virus (HIV)-positive men who have sex with men (MSM), dramatically reduced the incidence of hepatitis C. However, implementation into clinical practice is challenging.","BACKGROUND
Little is known about the effect of hepatitis C virus (HCV) treatment on sexual risk behavior among men who have sex with men (MSM) with HIV by treatment type (interferon [IFN]-based vs direct-acting antiviral [DAA]-based).",Hepatitis C
"METHODS AND RESULTS
Thirty-seven patients with chronic hepatitis C (CHC) who achieved sustained virologic response (SVR) after antiviral treatment and 73 patients with metabolic dysfunction-associated steatotic liver disease (MASLD) were enrolled.","Because patients with chronic hepatitis C with non-advanced fibrosis who have achieved sustained virological response (SVR) have a low risk of HCC, HCC surveillance is not recommended for them.",Hepatitis C
Fifty-three percent had cirrhosis and 33% were Child-Pugh B/C with a mean model for end-stage liver disease score of 12.0.,"However, the role of Child-Pugh and Model for End-Stage Liver Disease classifications of liver status in predicting survivorship among patients with HCV undergoing elective arthroplasty has not been elucidated.",Hepatitis C
"In 442 out of the residual 751 cases, confirmed positive results for human immunodeficiency virus (24), hepatitis C virus (22), or hepatitis B virus (396) were obtained in the follow-up donations.","There were no cases of donor-derived human immunodeficiency virus (HIV), hepatitis C virus (HCV), or hepatitis B virus (HBV) reported for any donors included, regardless of IIRD status, during the study period.",Hepatitis C
"Aim of the study
To investigate the role of the novel adipokines visfatin and vaspin in hepatitis C virus (HCV)-cirrhotic patients with and without hepatocellular carcinoma (HCC) and their association with tumour characteristics and liver dysfunction.","Background and Aim
Hepatocellular carcinoma (HCC) surveillance in low-risk patients (annual incidence <1.5%) is not recommended per the American Association for the Study of Liver Diseases guidelines.",Hepatitis C
"METHODS
We enrolled patients with chronic hepatitis C who underwent direct-acting antiviral therapy and achieved sustained virologic response at 12 weeks between 2012 and 2018.","Because patients with chronic hepatitis C with non-advanced fibrosis who have achieved sustained virological response (SVR) have a low risk of HCC, HCC surveillance is not recommended for them.",Hepatitis C
"BACKGROUND AND AIM
The study aims to develop a novel predictive model including the fibrosis (FIB)-3 index for hepatocellular carcinoma (HCC) development in patients with chronic hepatitis C virus (HCV) who achieved sustained virological response (SVR) with direct-acting antiviral (DAA) therapy.","Because patients with chronic hepatitis C with non-advanced fibrosis who have achieved sustained virological response (SVR) have a low risk of HCC, HCC surveillance is not recommended for them.",Hepatitis C
"BACKGROUND AND AIM
This study aimed to investigate the survival outcomes of antiviral agents (direct-acting antivirals [DAAs] or interferon [IFN]) in patients with hepatitis C virus who underwent liver resection for primary hepatocellular carcinoma.","BACKGROUND
Real-world data are scarce about the effectiveness and safety of sofosbuvir/velpatasvir/voxilaprevir (SOF/VEL/VOX) for retreating East Asian patients with hepatitis C virus (HCV) infection who previously received NS5A direct-acting antivirals (DAAs).",Hepatitis C
Here we studied the role of hepatitis B virus (HBV) in the pathogenesis of MGUS and MM in 45 HBV-infected patients with monoclonal gammopathy.,"Introduction
Patients with cancer and hepatitis B virus (HBV) or hepatitis C virus (HCV) infection are underrepresented in several clinical trials testing immune checkpoint inhibitors (ICIs).",Hepatitis C
"BACKGROUND
About 25% of patients with acute hepatitis C virus (HCV) infection show spontaneous clearance within the first six months of infection but may remain at risk of inflammaging, aging, and liver and non-liver disease complications.","BACKGROUND
Real-world data are scarce about the effectiveness and safety of sofosbuvir/velpatasvir/voxilaprevir (SOF/VEL/VOX) for retreating East Asian patients with hepatitis C virus (HCV) infection who previously received NS5A direct-acting antivirals (DAAs).",Hepatitis C
"METHODS
We enrolled 5,840 CHC patients whose HCV was eradicated by direct-acting antivirals in a nationwide HCV registry.","METHODS
A total of 6048 patients with no history of HCC who achieved SVR by oral direct-acting antiviral drugs were enrolled in this nationwide study.",Hepatitis C
"The overall risk of HCV infection in patients with TB was (OR: 1.34, 95% CI: 1.10-1.63, P=0.001).","In conclusion, previous HBV infection has no impact on the incidence of HCC in patients with HCV after SVR.",Hepatitis C
"Among patients with HCV, four were positive for HBsAg and negative for HBV-DNA, bringing the rate of HBV-active infection in this group to 10.2%.","This study aimed to examine the differences in cholecystectomy outcomes among patients with untreated, treated, and no HCV infection history.",Hepatitis C
Fifty-three percent had cirrhosis and 33% were Child-Pugh B/C with a mean model for end-stage liver disease score of 12.0.,The serum SM species did not correlate with the model of end-stage liver disease (MELD) score in the cirrhosis and the non-cirrhosis subgroups in females.,Hepatitis C
"The prevalence of hepatitis B virus infection in human immunodeficiency virus positives and human immunodeficiency virus negatives was 10.5% and 6.4% and hepatitis C virus infection in human immunodeficiency virus positives and human immunodeficiency virus negatives was 3.5% and 1.75%, respectively.","RESULTS
No PC-related transmission of human immunodeficiency virus, hepatitis C virus, hepatitis B virus and human T-cell lymphotropic virus was reported throughout the study period.",Hepatitis C
