sentence1,sentence2,drug
"This study involved in vitro and ex vivo assays on the antioxidant, anti-inflammatory, and antidiabetic properties of flavonoid-rich fractions of S. anguivi fruits.","This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
"This review gathers data from studies supporting the potential usefulness of the main phenolic compounds present in the Mediterranean diet, based on their antioxidant and anti-inflammatory effects, as preventive/therapeutic agents against COVID-19.","However, few findings have been obtained from clinical trials, and few in vitro and animal studies suggest that graviola preparations have antioxidant properties; as such, the antioxidant potential of graviola, and its safety, remain unclear.",Quercetin
"Animal experiments indicated GLSAZD could up-regulate the protein expression of p-PI3K and p-AKT1 and the mRNA expression of STAT3 and VEGF, down-regulate TP53 and Cleaved Caspase-3 protein expression in rat`s ovarian tissues and serum TNF-α and IL-6 protein levels, activate PI3K-AKT signaling pathway and inhibit the apoptosis signaling pathway.","In addition, ONSMP diminished the serum MAPK pathway activator levels, positive expression level of p-ERK1/2 and p-JNK1/2, protein and mRNA levels of components of the MAPK signaling pathway in the myocardial tissue of heart failure rat, indicating that it inhibits MAPK signaling pathway.",Quercetin
"RESULTS
Quercetin treatment not only altered the composition and abundance of gut microbiota but also alleviated abnormal lipid metabolism in BCRD mice.","RESULTS
The treatment did not significantly affect the berry primary metabolism in terms of organic acids, carbohydrates, and amino acids profile, regardless of the variety.",Quercetin
This review provides compelling evidence for the antihypertensive potential of flavonoids against L-NAME-induced hypertension.,"However, data about the potential direct transport of these flavonoids by OATPs have been incomplete.",Quercetin
This study investigated the anti-inflammatory effects of quercetin in caspase-11 noncanonical inflammasome-activated inflammatory responses in macrophages and a mouse model of acute lethal sepsis.,"This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
This study investigated the pharmacological basis for antidiabetic effect of the ethanolic extract of F. johannis leaves using in vitro and in vivo experimental models.,"This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
"Aim
This study aims to investigate the potential of Tithonia diversifolia extract (TE) in lowering interleukin-35 (IL-35), tumor necrosis factor-alpha (TNF-α), and hematological profile in streptozotocin (STZ)-induced rats.","This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
"In this study, we explored the potential of sorghum (Sorghum bicolor) seeds, known for their abundant phytochemical composition, as a natural remedy for diabetes and its associated damage.","Introduction
Boletus bicolor (B. bicolor) mushrooms are widely consumed as a valuable medicinal and dietary ingredient in China, but the active ingredients of this mushroom and their extraction methods were not extensively studied.",Quercetin
"METHODS
This study elucidated the anti-aging mechanism and potentially active ingredients of XSD by performing transcriptomic analysis and network pharmacological analysis in a D-galactose (D-gal)-induced C57BL/6J mouse aging model.","Introduction
Boletus bicolor (B. bicolor) mushrooms are widely consumed as a valuable medicinal and dietary ingredient in China, but the active ingredients of this mushroom and their extraction methods were not extensively studied.",Quercetin
Previous clinical studies have shown that WJHXD has better long-term efficacy than ibuprofen in the treatment of PD and can reverse the disorder of T cell subsets.,"However, few findings have been obtained from clinical trials, and few in vitro and animal studies suggest that graviola preparations have antioxidant properties; as such, the antioxidant potential of graviola, and its safety, remain unclear.",Quercetin
"Rutin, a glycosylated flavonoid, was quantified in all samples and might have been deglycosylated during digestion, increasing the bioaccessibility of quercetin in a few samples.","However, studies in fish have investigated only a few ligands in experimental fish species, and the AHR response of marine fish to natural AHR ligands of various other structures has not been thoroughly investigated.",Quercetin
The micro-dilution technique was chosen to investigate the antimicrobial activity of methanolic extracts against two bacterial strains and three fungal species.,Petroleum ether and chloroform extracts of I. coccinea and I. alba leaves and flowers did not possess antimicrobial activity with any of the bacterial or fungal strains.,Quercetin
"This study strived to evaluate the in vitro cytoprotective activity of atorvastatin (ATR), and quercetin (QCT) alone and in combination against diabetic nephropathy.","However, reports on the in vitro antibacterial activity of extracts from the fruits of this plant have not shown clinical relevance against the pathogen P. gingivalis.",Quercetin
This study presents a novel manipulation strategy to control oral sensation and gastrointestinal digestive profiles of bigels via tuning the fraction of konjac glucomannan in the binary hydrogel.,"This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
This study investigates the anti-inflammatory activities of a plant extract obtained from leaves of T. siliquosa (TSE) with a focus on carrageenan- and formalin-induced paw oedema in mice.,"This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
"In addition, in vivo studies showed that QCC reduced blood stool in chickens with coccidiosis, restored cecal injury, and significantly reduced the mRNA and protein expression levels of IL-1β, IL-10, and IFN-γ in ceca (p < 0.01).","In addition, ONSMP diminished the serum MAPK pathway activator levels, positive expression level of p-ERK1/2 and p-JNK1/2, protein and mRNA levels of components of the MAPK signaling pathway in the myocardial tissue of heart failure rat, indicating that it inhibits MAPK signaling pathway.",Quercetin
"Additionally, the review highlights the recent advancement in the drug delivery system in diabetes to overcome the limitation of flavonoids.","Additionally, there is a scarcity of investigations that elucidate the metabolic alterations in the maize stem due to nod-factor exposure.",Quercetin
"Quercetin has been demonstrated to not only have the direct inhibitory action on the production of AFTs from Aspergillus, both also possess potent ameliorative effects against AFB1-induced cytotoxicity, hepatotoxicity, and neurotoxicity.","However, studies in fish have investigated only a few ligands in experimental fish species, and the AHR response of marine fish to natural AHR ligands of various other structures has not been thoroughly investigated.",Quercetin
This study aims to evaluate the preventive effect of loquat fruit peel extract (PE) against tyloxapol-induced hyperlipidemia and related tissue lipotoxicity in mice.,"This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
"This current study evaluated the potential of an extract of Alternanthera philoxeroides (AP), an edible flavonoid-rich plant, to ameliorate D-galactose-induced brain aging in male mice.","This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
In vivo experiments showed that flowers of X. sorbifolia could significantly reduce the blood glucose level of diabetic mice and alleviate liver cell damage.,"This study investigates the potential of a quercetin-based emulsion system to moderate starch digestion and manage blood glucose levels, addressing the lack of in vivo research.",Quercetin
