sentence1,sentence2,drug
"OBJECTIVE
This study aims to evaluate the diagnostic accuracy of CA-125 and PET/CT in detecting cancer among adult patients with idiopathic inflammatory myopathy (IIM).","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
The aim of this retrospective study was to evaluate the characteristics and outcome of ovarian stimulation and embryo transfer in women with a history of ovarian surgery for endometrioma compared with a control group with tubal factor infertility.,"The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"Women with definitive diagnosis of ovarian endometriosis (by histology or ultrasound), who underwent fertility-preservation treatment in two IVF units between 2016 and 2021, were included.",No differences were observed between the two phases of the cycle in plasma or between women with endometriosis and controls.,Endometriosis
"OBJECTIVE
This study aims to evaluate the diagnostic accuracy of CA-125 and PET/CT in detecting cancer among adult patients with idiopathic inflammatory myopathy (IIM).",The objective of this study is to compare physical performance in women with and without endometriosis.,Endometriosis
"The aim of this study was to investigate the different subtypes of breast cancer, immunohistochemical markers, hormone receptors, and ki67 proliferation indexes in patients with and without endometriosis and/or adenomyosis.","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"OBJECTIVE
This study aims to evaluate the diagnostic accuracy of CA-125 and PET/CT in detecting cancer among adult patients with idiopathic inflammatory myopathy (IIM).","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"WIDER IMPLICATIONS OF THE FINDINGS
Our study is the first to evaluate the complications of transvaginal ethanol sclerotherapy with such a large cohort of women in a standardized protocol.","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
The aim of the present observational study is to explore the effectiveness of osteopathic manipulative treatment (OMT) in reducing persistent pelvic pain and dyspareunia in a sample of symptomatic women surgically treated for endometriosis.,"The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"The aim of this study was to investigate the different subtypes of breast cancer, immunohistochemical markers, hormone receptors, and ki67 proliferation indexes in patients with and without endometriosis and/or adenomyosis.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
The primary objective of this prospective single-cohort study was to confirm the effectiveness of NAC in reducing endometriosis-related pain and the size of ovarian endometriomas.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"However, the polymorphism was associated with chronic pelvic pain among cases (OR = 0.54; 95 %CI = 0.29-0.98).","CONCLUSIONS
Endometrioma size was not associated with dysmenorrhea or pelvic pain measured using the VAS.",Endometriosis
This prospective cohort study investigated the prevalence of subtle distal Fallopian tube abnormalities in the infertile population and their relationship with endometriosis.,The objective of this study is to compare physical performance in women with and without endometriosis.,Endometriosis
"Subsequently, a laparatomy and ovarian resection was done, and histopathologic examination confirmed the coexistence of a mature cystic teratoma and an endometrioma in the left ovary.",A postoperative histopathologic examination confirmed the diagnosis of an ovarian endometrioma with no signs of hyperplasia or atypia.,Endometriosis
"METHODOLOGY
This study investigates the extent of relatedness using whole exome sequencing, which was performed on paired non-serous endometrial and ovarian carcinomas from 27 patients with concurrent tumours in a cohort with detailed clinicopathological annotation.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"STUDY OBJECTIVE
To evaluate the feasibility of laparoscopic rectosigmoid resection for bowel endometriosis (RSE), reporting surgical and short-term postoperative outcomes in a consecutive large series of patients.","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"This prospective study aimed to address this knowledge gap by comparing the effects of these surgical approaches on spontaneous pregnancy rates, time to pregnancy, recurrence rates, and postoperative pain in patients with endometriosis.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
We present a case of a 46-year-old woman with a history of severe endometriosis and adenomyosis who developed an oligosymptomatic vesicovaginal fistula (VVF) as a complication of surgery.,"We present a case of a 21-year-old female with no significant past medical history who developed recurrent episodes of spontaneous pneumothorax, chronologically associated with her menstrual cycle.",Endometriosis
"In this clinical case of an infertile patient with endometriosis and diminished ovarian reserve, treatment with elagolix effectively controlled her severe endometriosis-related pelvic pain but, surprisingly, failed to prevent concurrent progression of adenomyosis.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"We describe the case of a woman with mild endometriosis and Allen-Masters syndrome after in vitro fertilisation (IVF), presenting at 7 weeks 2 days gestation with abdominal pain.","OBJECTIVE
We present a case of spontaneous abdominal wall endometriosis presenting as a painless nodular mass in a woman with no prior history of abdominal surgery.",Endometriosis
Patients undergoing laparoscopic surgery for deep-infiltrating endometriosis of the rectosigmoid colon between October 2016 and October 2018.,The concentration of circulating miR-125b-5p and miR-199-3p did not differ between endometriosis patients and controls.,Endometriosis
This is a case of a 30-year-old woman with a history of endometriosis and rapidly progressing left flank pain culminating in rupture of the renal pelvis in her left kidney.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"A colpectomy was performed in 12.2 % of the patients (6/49), and a protective stoma in 12.2 % (6/49).","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"OBJECTIVE
This study aimed to estimate the prevalence of endometrial polyps among asymptomatic (without bleeding), postmenopausal women and to evaluate risk factors associated with their presence.",The objective of this study is to compare physical performance in women with and without endometriosis.,Endometriosis
The aim of this study was to assess postoperative recurrence rate and pregnancy rate in patients with endometriomas managed by CO2 fiber laser vaporization after at least 5 years following surgery.,"The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"CONCLUSIONS
This study demonstrated a high intra- and inter-rater reproducibility of transvaginal ultrasound in the diagnosis of bowel endometriosis and measurement of its various components.","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"METHODS
We conducted a pooled analysis of six case-control studies from the Ovarian Cancer Association Consortium to investigate the association between folate intake and risk of ovarian cancer among women with and without self-reported endometriosis.",There was no association between supplemental folate intake and ovarian cancer risk for women with or without endometriosis.,Endometriosis
"METHODS
This descriptive-analytical study was performed based on medical records of 155 women with endometriosis admitted to Rasool-e Akram Hospital in Tehran for a TVS.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"Purpose
The purpose of this paper is to evaluate the efficacy of a multimodal, outpatient neuromuscular protocol in treating remaining sensitization and myofascial pain in endometriosis patients post-surgical excision.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
The aim of this study was to assess postoperative recurrence rate and pregnancy rate in patients with endometriomas managed by CO2 fiber laser vaporization after at least 5 years following surgery.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"CONCLUSIONS
This study demonstrated a high intra- and inter-rater reproducibility of transvaginal ultrasound in the diagnosis of bowel endometriosis and measurement of its various components.","CONCLUSIONS
This study with Japanese women suggests a lack of association between length of AGD, either shorter or longer, and the status of vaginal pH or the presence of endometriosis in pelvis.",Endometriosis
The primary objective of this prospective single-cohort study was to confirm the effectiveness of NAC in reducing endometriosis-related pain and the size of ovarian endometriomas.,The objective of this study is to compare physical performance in women with and without endometriosis.,Endometriosis
The purpose of this study is to determine the relationship between the presence of bacteria in the follicular fluid with the inflammatory markers of the complete blood count (CBC) and the outcomes of in vitro fertilization (IVF) in women with endometriosis.,The objective of this study is to compare physical performance in women with and without endometriosis.,Endometriosis
"In the case of type 3 ureterolysis, after conservative procedures, 52.9% of patients required an ureteroneocystostomy to solve the ureteral stenosis.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"CONCLUSION
This study highlights the high prevalence of iron deficiency, which remains undiagnosed in over half of patients with endometriosis presenting to a gynecologist.","The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
This technique is suitable in almost a quarter of patients managed for rectal endometriosis nodules and is therefore a valuable technique that warrants more widespread use.,"The aim of this study was to evaluate the beneficial effects of fisetin, a naturally occurring polyphenol that is frequently present in a variety of fruits and vegetables.",Endometriosis
"This article explores the potential risk of breast cancer associated with hormonal cycles during IVF, supported by a literature review and a case study conducted in a tertiary hospital in Bucharest, Romania.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
Endometriosis is a benign gynecological condition that elicits chronic pain in 2-10% of reproductive-age women in the United States and exists in approximately 50% of women with infertility.,A notable void in the literature is the absence of a systematic review exploring pain communication between patients with endometriosis and healthcare professionals.,Endometriosis
"This study also showed an increased risk of postpartum hemorrhage, blood transfusion, uterine artery embolization, and cesarean hysterectomy in the endometriosis group compared to the non- endometriosis group.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
"With a high success rate of 83% and ovarian lesion specificity, this model holds significant promise for advancing our understanding of OMA, particularly in the context of infertility.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
Subsequent surgical repair and consecutive histopathological diagnosis revealed evidence of a fistula with endometriosis genitalis externa and thus gave an explanation for this striking clinical case presentation.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Endometriosis
