sentence1,sentence2,drug
"OBJECTIVES
This study evaluates the frequency of metabolic abnormalities in PCOS patients and the effects of myo-inositol (MI) and D-chiro-inositol (DCI), in a 40:1 ratio on hormonal and metabolic parameters.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
This study for the first time connects the biochemical and histological to reveal the adverse effects of SPM on adult zebrafish in a sex dependent manner.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"Although we found that with increasing quartiles of follicular mono(2-ethyl-5-oxohexyl) phthalate there was a decrease in the mean number of total and MII stage oocytes retrieved and higher follicular MEP levels were negatively associated with the mean AFC and serum AMH levels, neither trend was statistically significant.","Furthermore, 4-hydroxyphenylacetaldehyde, deoxycorticosterone, creatinine, and creatine were found to be negatively associated with serum E2 levels, while 4-hydroxyphenylacetaldehyde, L-carnitine, isovaleric acid and L-2-hydroxyglutaric acid were negatively related with the number of oocytes retrieved in OHSS patients.",Estradiol
"Therefore, this study aimed to investigate the phytochemistry and nutritional value of L. sativum seeds oil for attenuating the ovarian damage induced by acrylamide in rats.",The aim of this study is to investigate the performance of breast US and strain elastographic (SE) in the diagnosis of increased breast volume in girls.,Estradiol
"RESULTS
Compared with the control group, the body weight, serum levels of follicle stimulating hormone, luteinizing hormone and testosterone in the model group were increased, and serum levels of estradiol were decreased (all P<0.01); the ovarian structure under light microscope was consistent with the characteristics of PCOS.","Compared with the control group, the contents of serum LH, FSH and E2 were decreased (P<0.05), while the ovarian volume and the maximum follicle diameter were decreased (P<0.05) in the treatment group after treatment.",Estradiol
This study aimed to evaluate the protective effects of selenium (Se) and zinc (Zn) against the toxicity of chromium on the placenta in pregnant Wistar albino rats.,The aim of this study is to investigate the performance of breast US and strain elastographic (SE) in the diagnosis of increased breast volume in girls.,Estradiol
"This study aimed to compare testosterone, follicle-stimulating hormone (FSH), luteinizing hormone (LH) and estradiol (E2) hormone levels in COVID-19 infected male individuals with infertility suspicion.","The three tested drug candidates demonstrated promising improvements in lipid profile, blood glucose level, testosterone, progesterone, luteinizing hormone (LH), follicle-stimulating hormone (FSH), and estradiol levels.",Estradiol
"Patients
Transgender men with a history of gender-affirming hormone therapy with exogenous testosterone underwent fertility treatments, including embryo cryopreservation, in vitro fertilization (IVF), co-IVF, oocyte cryopreservation, and intrauterine insemination (IUI), between 2013 and 2021.","Objective
To evaluate fertility treatment outcomes among transgender (TG) men with a history of gender-affirming hormone therapy with exogenous testosterone.",Estradiol
"Subsequently, after formation of the antrum, the levels of E2 and progesterone were enhanced in the medium of follicles cultured with serum from BSTJF-treated rats compared with those in the media of control follicles (all P ≤ 0.05).","Compared with the control group, the contents of serum LH, FSH and E2 were decreased (P<0.05), while the ovarian volume and the maximum follicle diameter were decreased (P<0.05) in the treatment group after treatment.",Estradiol
The aim of this study was therefore to evaluate the correlation between serum and saliva estradiol (E2) and progesterone (PG) in 10 young female athletes with normal menstrual cycle.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"PATIENTS AND METHODS
We conducted a phase 0/I single-center clinical trial (NCT03122197) to assess the tumoral availability, pharmacokinetics (PK), safety, and tolerability of LTZ in recurrent patients with HGG.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
This study aimed to investigate the maternally inherited intergenerational and transgenerational effects of cadmium (Cd) exposure on steroid hormone synthesis in the ovarian granulosa cells (GCs) of offspring rats.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"METHODS
This prospective longitudinal multisite study examined estradiol, progesterone, and testosterone serum levels in association with sexual attraction to visual sexual stimuli in naturally cycling women and in women undergoing fertility treatment (in vitro fertilization, IVF).","CONCLUSIONS
These results imply that neither physiological levels of estradiol, progesterone, and testosterone in naturally cycling women nor supraphysiological levels of estradiol due to ovarian stimulation exert any relevant effect on women's sexual attraction to visual sexual stimuli.",Estradiol
The results showed that CR and E2 treatment reduced obesity-induced-cardiac hypertrophy in ovariectomized groups (20% and 24% respectively).,"The results showed that melatonin delayed vaginal opening time and reduced body weight, gonadal weight and indices in female CPP mice.",Estradiol
"Pre-surgery serum concentrations of luteinizing hormone (LH), follicle-stimulating hormone (FSH), testosterone (T), estradiol (E2) and prolactin were measured in a retrospective multicenter TGCT cohort (n = 518).","The three tested drug candidates demonstrated promising improvements in lipid profile, blood glucose level, testosterone, progesterone, luteinizing hormone (LH), follicle-stimulating hormone (FSH), and estradiol levels.",Estradiol
The purpose of this study was to determine the influence of gonadectomy (castration/ovariectomy) on progression of muscle atrophy in both micro- and partial-gravity environments in male and female rats.,"The objective of this study was to investigate the racial/ethnic differences on the relationship between GDF15 and markers of glucometabolic status, hormonal profile, body composition and bone mineral density (BMD) in obese men.",Estradiol
"Conclusion
In freeze-all cycles, higher peak serum E2 levels during ovarian stimulation were associated with increased CLBR, without increasing the risks of adverse obstetric and neonatal outcomes.","Furthermore, 4-hydroxyphenylacetaldehyde, deoxycorticosterone, creatinine, and creatine were found to be negatively associated with serum E2 levels, while 4-hydroxyphenylacetaldehyde, L-carnitine, isovaleric acid and L-2-hydroxyglutaric acid were negatively related with the number of oocytes retrieved in OHSS patients.",Estradiol
"Most dropouts were related to persistent TD symptoms and serum testosterone <300 ng/dL, with similar rates between the groups in the study.",The androgen biomarkers most sensitive to age and testosterone among widely used biochemical and anthropometric variables in middle-aged and older men were identified.,Estradiol
"OBJECTIVE
This study aimed to evaluate the efficacy and safety of oral ultra-low-dose continuous combination of 17β-estradiol (17β-E2) and norethisterone acetate (NETA) in postmenopausal Brazilian women.","PURPOSE
To date, no study has demonstrated the role of transdermal 17β-estradiol + norethisterone acetate on all of the risk factors for cardiovascular disease in postmenopausal women.",Estradiol
"Most dropouts were related to persistent TD symptoms and serum testosterone <300 ng/dL, with similar rates between the groups in the study.","Furthermore, 4-hydroxyphenylacetaldehyde, deoxycorticosterone, creatinine, and creatine were found to be negatively associated with serum E2 levels, while 4-hydroxyphenylacetaldehyde, L-carnitine, isovaleric acid and L-2-hydroxyglutaric acid were negatively related with the number of oocytes retrieved in OHSS patients.",Estradiol
We then studied their effects from 0.001 µM to 1000 µM for 48 h on the steroidogenesis and cytotoxicity of ovarian cells from patients in this region and the human granulosa line KGN.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"Although marked hyperprolactinemia has been associated with functional and clinically silent gonadotroph adenomas in prior cases, this is the first case to confirm an FGA co-occurring with a lactotroph adenoma.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"This study was designed to evaluate the differences in glucolipid metabolism, hypothalamic-pituitary-ovarian (HPO) axis-related parameters, and autoimmune antibodies in PCOS patients with and without DOR.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"Chromatin immunoprecipitation in an ovarian cell line confirmed ESR1 binding to this differentially methylated genomic region and enrichment of the enhancer modification, H3K4me1.","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"AIM OF THE STUDY
This study elucidated the ameliorative effects of BZ on gastrointestinal health and pregnancy outcomes in pregnant mice with spleen deficiency diarrhea (SDD).","This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
"AIM OF THE STUDY
This study elucidated the ameliorative effects of BZ on gastrointestinal health and pregnancy outcomes in pregnant mice with spleen deficiency diarrhea (SDD).",The aim of this study is to investigate the performance of breast US and strain elastographic (SE) in the diagnosis of increased breast volume in girls.,Estradiol
"In male mice, we show that 17α-E2 alleviates HFD-induced metabolic detriments of skeletal muscle by reducing the accumulation of diacylglycerol (DAGs) and ceramides, inflammatory cytokine levels, and reduced the abundance of most of the proteins related to lipolysis and beta-oxidation.","In contrast to males, 17α-E2 treatment in female mice had little effect on the DAGs and ceramides content, muscle inflammatory cytokine levels, or changes to the relative abundance of proteins involved in beta-oxidation.",Estradiol
This study investigated the effectiveness of different doses of estradiol benzoate (EB) to promote cervical relaxation and their effects on luteal function and outcomes of non-surgical embryo recovery (NSER) in sheep.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
This study evaluated the effects of pre-synchronisation with injectable progesterone (P4) on the ovarian follicular dynamics of Bos taurus indicus cows in anoestrous treated with a timed artificial insemination (TAI) protocol.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
The objective of this study was to examine the effect of 11 organochlorine pesticides on human and rat 17β-Hydroxysteroid dehydrogenase 1 (17β-HSD1) in human placental and rat ovarian microsome and on estradiol production in BeWo cells.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
The results showed that CR and E2 treatment reduced obesity-induced-cardiac hypertrophy in ovariectomized groups (20% and 24% respectively).,"Further investigation showed that both EE2-high and EES diminished the sexual behavior of male fish, accompanied with reduced E2 levels in the brain and the expression of genes in the kisspeptin/gonadotropin-releasing hormone system.",Estradiol
"ELISA was used to determine the secretion levels of luteinizing hormone (LH), estradiol (E2), and progesterone (P4) in 150-day-old serum and small yellow follicle (SYF) tissues.","The serum sexual hormone levels (progesterone -P-, testosterone -T-, estradiol -E2-, follicular stimulating hormone -FSH-, and luteinizing hormone -LH-) were in a normal range.",Estradiol
This study for the first time connects the biochemical and histological to reveal the adverse effects of SPM on adult zebrafish in a sex dependent manner.,We were unable to find genetic evidence for a causal relationship between sex hormones and the occurrence of cutaneous melanoma in this study.,Estradiol
"CONCLUSION
Both elevated maternal serum estradiol in males only and low maternal serum sex hormone binding globulin in both sexes are associated with increased autism risk.","Levels of mid-luteal-phase total and free estradiol, follicular and luteal estrone, total testosterone, progesterone, and sex hormone binding globulin were not associated with endometriosis risk.",Estradiol
The purpose of this study was to determine the influence of gonadectomy (castration/ovariectomy) on progression of muscle atrophy in both micro- and partial-gravity environments in male and female rats.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
This study aimed to evaluate the protective effects of selenium (Se) and zinc (Zn) against the toxicity of chromium on the placenta in pregnant Wistar albino rats.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
The objective of this study was to examine the effect of 11 organochlorine pesticides on human and rat 17β-Hydroxysteroid dehydrogenase 1 (17β-HSD1) in human placental and rat ovarian microsome and on estradiol production in BeWo cells.,"The objective of this study was to investigate the racial/ethnic differences on the relationship between GDF15 and markers of glucometabolic status, hormonal profile, body composition and bone mineral density (BMD) in obese men.",Estradiol
"The changes of gnrh2, gnrh3, cyp19a1b, cyp11a, and lhr mRNA levels in the HPG axis further proved that MC-LR combined with PSMPs aggravated reproductive dysfunction.","Further investigation showed that both EE2-high and EES diminished the sexual behavior of male fish, accompanied with reduced E2 levels in the brain and the expression of genes in the kisspeptin/gonadotropin-releasing hormone system.",Estradiol
"Assessments of social interactions and a three-chamber test showed that 17-TB increased virility in male mice, intensified both male and female sexual behavior, and attracted and accepted female mice.","Further investigation showed that both EE2-high and EES diminished the sexual behavior of male fish, accompanied with reduced E2 levels in the brain and the expression of genes in the kisspeptin/gonadotropin-releasing hormone system.",Estradiol
This study aimed to determine the effects of perinatal BPA exposure on induction of prostate cancer in rats by sequential treatment with N-methyl-N-nitrosamine (MNU) and continuous low dose administration of testosterone.,"This case study centers on the utilization of ethinyl estradiol and levonorgestrel in patients with ovarian endometrioma, leading to an enhancement in the likelihood of achieving a successful clinical pregnancy.",Estradiol
