sentence1,sentence2,drug
"Background
To evaluate the efficacy and safety of toripalimab combined with neoadjuvant chemoradiotherapy (NCRT) for locally advanced esophageal squamous cell carcinoma (ESCC).","Background
There are currently limited real-world data on the effectiveness and safety of first-line pembrolizumab combined with chemotherapy in patients with advanced/recurrent or metastatic esophageal squamous cell carcinoma (ESCC) in China.",Paclitaxel
"INTRODUCTION
First-line treatment with toripalimab plus paclitaxel and cisplatin (TTP) is very effective for patients with advanced or metastatic esophageal squamous cell carcinoma (ESCC) in China, although its effects on economic burden are unknown.","Background
There are currently limited real-world data on the effectiveness and safety of first-line pembrolizumab combined with chemotherapy in patients with advanced/recurrent or metastatic esophageal squamous cell carcinoma (ESCC) in China.",Paclitaxel
Objective: To evaluate the efficacy and safety of pembrolizumab plus nab-paclitaxel and platinum as first-line treatment in patients with recurrent or metastatic head and neck squamous-cell carcinoma (R/M HNSCC).,"Background
There are currently limited real-world data on the effectiveness and safety of first-line pembrolizumab combined with chemotherapy in patients with advanced/recurrent or metastatic esophageal squamous cell carcinoma (ESCC) in China.",Paclitaxel
The safety and efficacy of carboplatin and weekly paclitaxel for the treatment of non-small cell lung cancer with idiopathic interstitial pneumonias has been previously reported in prospective studies.,"Background
The clinical efficacy and safety of camrelizumab as a third- or later-line regimen in patients with advanced non-small cell lung cancer (NSCLC) have not been determined in large clinical trials.",Paclitaxel
"Hence, we performed this study to investigate the efficacy and safety of carboplatin plus nanoparticle albumin-bound (nab)-paclitaxel as a first-line regimen for patients with advanced thymic carcinoma.","However, no study has investigated the efficacy and safety of sintilimab combined with nanoparticle albumin-bound paclitaxel (Nab-PTX) and platinum as first-line treatment for metastatic ESCC.",Paclitaxel
Carboplatin plus nab-paclitaxel as a first-line chemotherapy regimen showed good efficacy and safety in patients with advanced thymic carcinoma.,"However, there is a paucity of data regarding the safety and efficacy of nab-paclitaxel combined with oxaliplatin (LBP) and tegafur in the treatment of patients with advanced gastric cancer.",Paclitaxel
Background: The present study evaluated the efficacy and safety of nab-paclitaxel (nab-PTX) with a concurrent PD-1/PD-L1 inhibitor in patients with refractory relapsed small-cell lung cancer (SCLC).,"However, there is a paucity of data regarding the safety and efficacy of nab-paclitaxel combined with oxaliplatin (LBP) and tegafur in the treatment of patients with advanced gastric cancer.",Paclitaxel
"CONCLUSIONS
In patients treated for DES-ISR by angioplasty with Agent PCB and SeQuent Please PCB, there was no statistically significant difference in TLR at 7 years.","CONCLUSION
There was no statistically significant difference in real-world outcomes between patients treated with paclitaxel/nab-paclitaxel and those treated with docetaxel.",Paclitaxel
"BACKGROUND
Immune checkpoint inhibitors (ICIs) are therapeutic agents for advanced and metastatic non-small cell lung cancer (NSCLC) with high clinical antitumor efficacy.","Background
Immune checkpoint inhibitors (ICIs) no longer are approved for second-line or later treatment of extensive-stage small cell lung cancer (ES-SCLC), and have not been studied in combination with chemotherapy.",Paclitaxel
"INTRODUCTION
Atezolizumab, bevacizumab, carboplatin, and paclitaxel (ABCP) combination therapy has a potential efficacy in a specific subset of non-squamous non-small cell lung cancer (NSCLC) patients with epidermal growth factor receptor (EGFR) mutations following tyrosine kinase inhibitor (TKI) treatment.","INTRODUCTION
Treatment options for patients with epidermal growth factor receptor (EGFR)-mutated non-small cell lung cancer (NSCLC) after EGFR-tyrosine kinase inhibitor (TKI) treatment failure are limited.",Paclitaxel
Conclusion: Albumin-bound paclitaxel as first-line treatment demonstrated feasible anti-tumor efficacy and manageable safety for patients with advanced pancreatic cancer in China.,"However, no study has investigated the efficacy and safety of sintilimab combined with nanoparticle albumin-bound paclitaxel (Nab-PTX) and platinum as first-line treatment for metastatic ESCC.",Paclitaxel
We report the case of long-term survival of a patient with advanced antral gastric cancer with multiple paraaortic lymph nodes metastasis who was successfully treated with multidisciplinary therapy.,We report a case of a patient with locally advanced pancreatic cancer who was unable to have surgery due to a tumor that had invaded the coeliac axis and portal vein.,Paclitaxel
"We enrolled patients aged 18-70 years with untreated, histologically confirmed stage II-III invasive HER2-positive breast cancer and an Eastern Cooperative Oncology Group performance status of 0 or 1.","Enrolled patients were aged 18 years or older, and had advanced or recurrent endometrial carcinoma or carcinosarcoma, an Eastern Cooperative Oncology Group performance status of 0-2, and received no previous systemic chemotherapy for recurrence.",Paclitaxel
"BACKGROUND
Neoadjuvant administration of immune checkpoint inhibitors (ICIs) combined with chemotherapy demonstrated promising efficacy and manageable safety in locally advanced esophageal squamous cell carcinoma (ESCC).","BACKGROUND
Clinical evidence of immune checkpoint inhibitors combined with antiangiogenic drugs in patients with advanced non-small cell lung cancer (NSCLC) was limited.",Paclitaxel
"We evaluated the safety and efficacy of ibrutinib, alone or combined with standard-of-care regimens, in adults with advanced urothelial carcinoma (UC).","However, there is a paucity of data regarding the safety and efficacy of nab-paclitaxel combined with oxaliplatin (LBP) and tegafur in the treatment of patients with advanced gastric cancer.",Paclitaxel
The aim of this study is to assess and compare the effectiveness and safety of nanoparticle albumin-bound paclitaxel (nab-PTX) and solvent-based PTX (sb-PTX) as treatment options for advanced gastric cancer.,"However, no study has investigated the efficacy and safety of sintilimab combined with nanoparticle albumin-bound paclitaxel (Nab-PTX) and platinum as first-line treatment for metastatic ESCC.",Paclitaxel
"Based on these encouraging results, a phase II study is being initiated to test the effectiveness of the combination regimen in patients with advanced gastric cancer.","However, there is a paucity of data regarding the safety and efficacy of nab-paclitaxel combined with oxaliplatin (LBP) and tegafur in the treatment of patients with advanced gastric cancer.",Paclitaxel
"OBJECTIVES
To investigate the safety and preliminary efficacy of the combined treatment of focused ultrasound (FUS) and chemotherapy (nab-paclitaxel plus gemcitabine, nPac/Gem) for patients with unresectable pancreatic cancer.","However, there is a paucity of data regarding the safety and efficacy of nab-paclitaxel combined with oxaliplatin (LBP) and tegafur in the treatment of patients with advanced gastric cancer.",Paclitaxel
"Background
Adding immune checkpoint inhibitors (ICIs) to the chemotherapy has shown significant clinical benefits in neoadjuvant treatment of locally advanced esophageal squamous cell carcinoma (ESCC).",Negative evidence for the use of neoadjuvant chemotherapy (NAC) to treat oesophageal squamous cell carcinoma (ESCC) has been reported in Western countries in the past century.,Paclitaxel
"Previous studies have shown that neoadjuvant chemotherapy can improve the 5-year survival rate of patients with non-small cell lung cancer (NSCLC), but the benefit is limited.","INTRODUCTION
While some clinical studies have shown that PD-1 and PD-L1 can also be an effective neoadjuvant treatment for early-stage non-small cell lung cancer (NSCLC), no evidence has been available for the use of the PD-1 inhibitor sintilimab combined with chemotherapy as a neoadjuvant treatment for potentially resectable NSCLC in the Chinese population.",Paclitaxel
"OBJECTIVE
To compare the efficacy and safety of first-line anti-PD-1 combined with chemotherapy versus chemotherapy alone in patients with advanced urothelial carcinoma (UC).","However, the efficacy and safety of sintilimab combined with nanoparticle albumin-bound paclitaxel-based chemotherapy for severe squamous NSCLC remain to be unknown in clinical studies.",Paclitaxel
"AIM
We compared the efficacy of modified 5-fluorouracil, leucovorin, irinotecan, and oxaliplatin (mFOLFIRINOX) with that of gemcitabine plus nab-paclitaxel (GnP) for locally advanced pancreatic cancer (LAPC).",Outcomes and prognostic factors of second-line gemcitabine plus nab-paclitaxel (GnP) after modified FOLFIRINOX (mFFX) for unresectable pancreatic cancer were unclear.,Paclitaxel
"Background
The aim of this study was to evaluate whether the efficacy and safety of PD-1 inhibitors combined with chemotherapy in the treatment of patients with esophageal squamous cell carcinoma (ESCC) with distant metastasis in the real world are as effective and safe as in clinical trials.","Background
There are currently limited real-world data on the effectiveness and safety of first-line pembrolizumab combined with chemotherapy in patients with advanced/recurrent or metastatic esophageal squamous cell carcinoma (ESCC) in China.",Paclitaxel
These findings support the use of neoadjuvant pembrolizumab plus chemotherapy followed by adjuvant pembrolizumab as a standard-of-care therapy for patients in Asian countries with early triple-negative breast cancer.,"Recently, neoadjuvant delivery of the programmed cell death protein-1 inhibitor pembrolizumab plus chemotherapy followed by adjuvant pembrolizumab was approved for patients with high-risk, early-stage TNBC, but this treatment regimen has not been evaluated in head-to-head trials with other neoadjuvant treatment regimens.",Paclitaxel
"BACKGROUND
This trial evaluated the safety and efficacy of ipatasertib in combination with carboplatin, carboplatin/paclitaxel, or capecitabine/atezolizumab in patients with metastatic triple-negative breast cancer (mTNBC).","Background
The clinical efficacy and safety of camrelizumab as a third- or later-line regimen in patients with advanced non-small cell lung cancer (NSCLC) have not been determined in large clinical trials.",Paclitaxel
"DISCUSSION
This study aims to assess the impact of low-dose vitamin C on enhancing the quality of life for patients with metastatic pancreatic cancer undergoing gemcitabine and nab-paclitaxel chemotherapy.","Nevertheless, the integration of vitamin C with chemotherapy to mitigate toxic side effects and enhance the quality of life for advanced pancreatic cancer patients has not been examined in any randomized controlled trials to date.",Paclitaxel
