sentence1,sentence2,drug
"BACKGROUND
Monoclonal antibodies directed against the neuropeptide calcitonin gene-related peptide (CGRP) are effective in the prevention of chronic and frequent episodic migraine.","BACKGROUND
Very few studies have examined the relationship between calcitonin gene-related peptide (CGRP) and amylin levels and the disease in patients with migraine.",Migraine
"BACKGROUND
Monoclonal antibodies directed against the neuropeptide calcitonin gene-related peptide (CGRP) are effective in the prevention of chronic and frequent episodic migraine.",Predictors of the efficacy of monoclonal antibodies targeting calcitonin gene-related peptide (CGRP) or its receptor (anti-CGRP(-R) mAb) have been rarely investigated in Asians.,Migraine
"CONCLUSION
Half of the migraine patients (50%) presenting in the ER for headache could have been diagnosed earlier.","CONCLUSION
There is a gap in headache and migraine treatment for those patients who have a history of trauma, childhood adversity, and maladaptive emotional processing.",Migraine
"BACKGROUND
Anti-calcitonin gene-related peptide monoclonal antibodies (CGRP mAbs) are clinically effective in preventing the migraine attacks, photophobia, and migraine auras associated with headaches.","BACKGROUND
Safety data on the use of migraine preventive monoclonal antibodies targeting the calcitonin gene-related peptide (CGRP) system in pregnancy are limited.",Migraine
Six drugs targeting CGRP (four monoclonal antibodies and two gepants) are now available for the preventive treatment of episodic migraine in adults.,"BACKGROUND
Safety data on the use of migraine preventive monoclonal antibodies targeting the calcitonin gene-related peptide (CGRP) system in pregnancy are limited.",Migraine
"In multivariate analysis, a positive screening for RBD was associated with younger age (odds ratio [OR] 0.9, 95% confidence interval [CI] 0.8-0.9 per 10-year increase; p = 0.005) and with features suggestive of REM sleep intrusions (OR 4.3, 95% CI 1.8-10.4; p = 0.001).","There was no association between a ≥50% reduction in MHDs and the number of previous doses of the first mAb (odds ratio [OR] 1.0; 95% confidence interval [CI] 1.0, 1.1; p = 0.189) or the inter-treatment interval (OR 1.0; 95% CI 0.9, 1.1; p = 0.914).",Migraine
"OBJECTIVE
To compare the real-world effectiveness and tolerability of calcitonin gene-related peptide (CGRP) monoclonal antibodies (mAbs) and onabotulinumtoxinA in chronic migraine (CM) patients.",Predictors of the efficacy of monoclonal antibodies targeting calcitonin gene-related peptide (CGRP) or its receptor (anti-CGRP(-R) mAb) have been rarely investigated in Asians.,Migraine
This post-hoc analysis evaluated the efficacy of erenumab in Japanese patients with low-frequency episodic migraine (LFEM) versus those with high-frequency episodic migraine (HFEM) and chronic migraine (CM).,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
"RESULTS
Intra-group assays showed a significant rise in the gene expression of both IL-4 and TGF-β (p < 0.05) in nano-curcumin group after two months of treatment, however the serum levels were only significantly changed for IL-4 (p < 0.05).","On the contrast, inter-group assays revealed no statistical differences between nano-curcumin and placebo group in terms of IL-4 and TGF-β gene expression, while the serum levels of IL-4 was observed to be increased significantly (p = 0.03) following two month nano-curcumin supplementation.",Migraine
"Therefore, this study aimed to investigate the safety and long-term efficacy of repeat splenius capitis (SC) SNEP injections in patients with migraine (with/without tension-type headache).","CONCLUSION
This first French real-world study related to migraine prevention with CGRP-mAbs confirms effectiveness and safety of erenumab in patients with extreme unmet needs.",Migraine
In situ thrombus was associated with migraine relief (OR 6.75; 95%CI 1.28-35.56; P = 0.024).,"In reverse MR analyses, genetic liability to intracranial aneurysm was not associated with migraine (OR 1.03, 95% CI 0.99-1.07; p = 0.141).",Migraine
"SIGNIFICANCE
This global systematic review and meta-analysis of 92 studies and narrative review of 103 studies provide the most comprehensive synthesis to date of migraine prevalence and associated factors in university students.","With no recent meta-analysis of global migraine prevalence or associated factors in students, this systematic review and meta-analysis were conducted.",Migraine
This study aimed to investigate the research hotspots and global trends of acupuncture in the treatment of headaches from 1974 to 2022.,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
This retrospective study assesses the efficacy and tolerability of anti-calcitonin gene-related peptide (anti-CGRP) therapy in adolescents and young adults (ages 12-21) with migraine and chronic daily headaches unresponsive to standard treatments.,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
"OBJECTIVE
Nearly 60% of migraine patients treated with monoclonal antibodies (mAbs) targeting the calcitonin gene-related peptide (CGRP) pathway experience a ≥ 50% reduction in monthly migraine days (MMD) at 12 weeks compared to baseline (responders).","Monoclonal antibodies (mAbs) targeting the calcitonin gene-related peptide (CGRP) pathway are novel migraine preventive treatments that have shown promising efficacy in patients with migraine; however, there have been no reports regarding their efficacy in HM to date.",Migraine
"METHODS
We used a single-blind, randomized, sham-controlled design with baseline, post-test, and 24-weeks follow-up measurements to assess the efficacy of transcranial Direct Current Stimulation (tDCS) in chronic migraine.","Transcranial direct current stimulation (tDCS), which delivers a direct current to the brain, emerged as a non-invasive potential therapeutic in treating a range of neurological and neuropsychiatric disorders.",Migraine
"The DII was linearly and positively correlated with severe headache or migraine (odds ratio [OR] = 1.05, 95% confidence interval [CI] = 1.01-1.08, p = 0.0051).","There was no association between a ≥50% reduction in MHDs and the number of previous doses of the first mAb (odds ratio [OR] 1.0; 95% confidence interval [CI] 1.0, 1.1; p = 0.189) or the inter-treatment interval (OR 1.0; 95% CI 0.9, 1.1; p = 0.914).",Migraine
"Therefore, this study aimed to investigate the safety and long-term efficacy of repeat splenius capitis (SC) SNEP injections in patients with migraine (with/without tension-type headache).",This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
This prospective study was designed to investigate CGRP levels in patients with idiopathic intracranial hypertension (IIH) and compare the results of migraine patients and healthy controls (HC).,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
In situ thrombus was associated with migraine relief (OR 6.75; 95%CI 1.28-35.56; P = 0.024).,"In a multivariable model predicting RTP, pre-injury history of migraine was not associated with RTP (β = 0.04, p = 0.192).",Migraine
"The introduction of monoclonal antibodies (mAbs) directed against the calcitonin gene-related peptide (CGRP), or its receptor (CGRPr), revolutionized migraine management due to their high efficacy and few side effects.",Predictors of the efficacy of monoclonal antibodies targeting calcitonin gene-related peptide (CGRP) or its receptor (anti-CGRP(-R) mAb) have been rarely investigated in Asians.,Migraine
This study aimed to identify genetic variants affecting the efficacy of anti-CGRP monoclonal antibody therapy in chronic migraine among the Han Chinese population in Taiwan to enhance treatment precision and to understand the genetic architecture of migraine.,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
The new monoclonal antibodies selective for the calcitonin gene-related peptide and its ligand (anti-CGRP mAbs) have been marketed both in the USA and EU based on the positive efficacy results in the prevention of migraine.,Predictors of the efficacy of monoclonal antibodies targeting calcitonin gene-related peptide (CGRP) or its receptor (anti-CGRP(-R) mAb) have been rarely investigated in Asians.,Migraine
"Similarly, a significant association with a pooled risk ratio (RR) of 1.60 (95% CI = 1.60-1.91) was shown between ADMA exposure and the risk of stroke from seven cohort studies.",There was no association between CGRP mAbs and wearing-off effect in patients with galcanezumab with a pooled risk ratio of 1.29 (95% CI 0.73 to 2.28) compared to placebo group.,Migraine
This study was performed to evaluate the efficacy and safety of eptinezumab to prevent migraine/headache in a mainly Asian patient population with a dual diagnosis of chronic migraine and MOH.,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
"In a multivariable model predicting RTL that was adjusted for age, gender, acute concussion symptoms, and other health variables (e.g., attention-deficit/hyperactivity disorder [ADHD], history of mental health difficulties), pre-injury history of migraine was associated with longer RTL (β = 0.06, p = 0.030).","In a multivariable model predicting RTP, pre-injury history of migraine was not associated with RTP (β = 0.04, p = 0.192).",Migraine
"METHODS
A cross-sectional study was adopted to assess the local and widespread hyperalgesia in chronic and episodic migraine patients respect to healthy controls.",This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
This retrospective single-center chart review aimed to evaluate the efficacy and safety of Botox injections for managing chronic migraine in children.,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
"The results showed that hepatocyte growth factor (HGF) was positively associated with the risk of migraine (odds ratio [OR], 1.004; 95% confidence interval [CI], 1.001-1.008; P = 0.022).","RESULTS
There was no interaction between the menstrual window and treatment effect, indicating that the reduction in migraine days under treatment was similar during the menstrual window and the remainder of the menstrual cycle (odds ratio for treatment = 0.44, 95% confidence interval = 0.38-0.51).",Migraine
The rate of medication adherence in preventive treatment was 32.8% for participants with cluster headache and 20.4% for migraine.,Surgical treatment was seldom covered for the indication of headache and would never receive preauthorized coverage for migraine.,Migraine
"OBJECTIVE
To explore gamma-aminobutyric acid (GABA) and glutamate/glutamine (Glx) levels in the right thalamus of patients with episodic migraine (EM) and chronic migraine (CM) and their effects on the chronification of migraine.",This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
This study aimed to investigate the perfusion variances of bilateral amygdala in episodic migraine (EM) and chronic migraine (CM) using multi-delay pseudo-continuous arterial spin-labeled magnetic resonance imaging (pCASL-MRI).,This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
"OBJECTIVE
To evaluate quality of life (QoL) endpoints from two 12-week trials investigating fremanezumab efficacy and safety in Japanese/Korean patients with chronic (CM) or episodic (EM) migraine.",This is the first real-world study from Thailand to describe the efficacy of CGRP mAbs therapy in migraine patients and to analyze the response trends between episodic migraine and chronic migraine.,Migraine
"BACKGROUND AND PURPOSE
Monoclonal antibodies (mAbs) targeting calcitonin-gene-related peptide (CGRP) or its receptor (anti-CGRP-R) have been widely administered to patients with migraine who show inadequate responses to preventive medications.","Monoclonal antibodies (mAbs) targeting the calcitonin gene-related peptide (CGRP) pathway are novel migraine preventive treatments that have shown promising efficacy in patients with migraine; however, there have been no reports regarding their efficacy in HM to date.",Migraine
"Another study found a strong association between these conditions (p < 0.001), and two investigations detected the presence of migraine in 10.1 and 22.5% of tinnitus patients.",These results suggest a lack of association between common variants in the LAG3/CD4 genes and the risk of developing migraine in the Caucasian Spanish population.,Migraine
Calcitonin gene-related peptide monoclonal antibodies are a relatively novel molecular treatment for episodic and chronic migraine that have been shown to be effective in short duration clinical trials in approximately 40-50% of all chronic migraine patients.,"Monoclonal antibodies (mAbs) targeting the calcitonin gene-related peptide (CGRP) pathway are novel migraine preventive treatments that have shown promising efficacy in patients with migraine; however, there have been no reports regarding their efficacy in HM to date.",Migraine
The increased risk of migraine attacks without aura during the perimenstrual window was similar for women with migraine without aura (OR[95%CI]:1.53 [1.44-1.62]) and those with migraine with aura (1.53 [1.44-1.62]).,"The perimenstrual window was not associated with increased risk of migraine aura attacks (1.08 [0.93-1.26], p = 0.314).",Migraine
"The DII was linearly and positively correlated with severe headache or migraine (odds ratio [OR] = 1.05, 95% confidence interval [CI] = 1.01-1.08, p = 0.0051).","There was no association between migraine and the absence of ischemic penumbra (16/63 [25%] vs. 12/55 [22%]; odds ratio 1.22, 95% confidence interval 0.52-2.87; p = 0.64).",Migraine
There was a statistically significant association between AH and previous history of migraine (odds ratio [OR]: 4.9; 95% confidence interval [CI] 1.62-14.7; p = 0.005) and 3D angiography (OR 6.62; 95%CI: 2.04-21.5; p = 0.002).,"There was no association between migraine and the absence of ischemic penumbra (16/63 [25%] vs. 12/55 [22%]; odds ratio 1.22, 95% confidence interval 0.52-2.87; p = 0.64).",Migraine
"RESULTS
Bidirectional two-sample MR revealed a positive causal effect of GERD on migraine (IVW: OR = 1.49, 95% CI: 1.34-1.66, p = 3.70E-13).","Migraine did not increase the risk of GERD (IVW: OR = 1.07, 95% CI: 0.98-1.17, p = 0.1139).",Migraine
