sentence1,sentence2,drug
"Conversely however, there was a significant protective effect if the participants reportedly have had regularly used olive oil in their routine diet as a source of fat (ORadj = 0.17; 95% CI: 0.04-0.80) or regularly used non-steroid anti-inflammatory drugs (NSAIDs) (ORadj = 0.20; 95% CI: 0.05-0.71).","Conversely however, regular use of olive oil in the diet as a source of fat or regular use of NSAIDs had a significantly protective effect against HCC risk.",Non-alcoholic fatty liver disease
The current study aimed to evaluate the serum levels of nitric oxide (NO) and adropin in males with non-alcoholic fatty liver disease (NAFLD) induced erectile dysfunction (ED) and NAFLD patients without ED and controls.,"OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"Background and Aim
This study aimed to investigate the predictive value of various non-invasive scores for identifying the progression of hepatic fibrosis over time in patients with Non-Alcoholic Fatty Liver Disease (NAFLD).","BACKGROUND
Scant West African data on non-alcoholic fatty liver disease (NAFLD) means there is little representation of this population in the modelling used to derive biomarkers and predictive indices for risk stratification of patients for the presence of hepatic steatosis.",Non-alcoholic fatty liver disease
"OBJECTIVE
To investigate the correlation between serum ferritin (SF) and bone turnover markers in type 2 diabetes mellitus (T2DM) patients with non-alcoholic fatty liver disease (NAFLD).",Whether non-alcoholic fatty liver disease (NAFLD) improves risk prediction for subsequent type 2 diabetes mellitus (T2DM) in women with prior gestational diabetes mellitus (pGDM) is uncertain.,Non-alcoholic fatty liver disease
Our aim was to explore the possible mechanism of miRNAs by revealing the differential expression of serum miRNAs in different BMI of type 2 diabetes mellitus (T2DM) patients with non-alcoholic fatty liver disease (NAFLD).,The effect of exercise on clinical parameters in patients with non-alcoholic fatty liver disease (NAFLD) combined with type 2 diabetes mellitus (T2DM) is unknown.,Non-alcoholic fatty liver disease
"Objective
To investigate the association between non-alcoholic fatty liver disease (NAFLD) and liver enzymes with the incidence of microvascular complications (neuropathy, retinopathy, and nephropathy) in a cohort of Iranian patients with type 2 diabetes.","BACKGROUND
Currently, there is no information about the association between circulating levels of ferritin and hepcidin and liver fibrosis in patients with type 2 diabetes mellitus (T2DM) and non-alcoholic fatty liver disease (NAFLD).",Non-alcoholic fatty liver disease
"BACKGROUND & AIMS
We aimed to determine the trends in risk factor control and treatment among patients with non-alcoholic fatty liver disease (NAFLD) and type 2 diabetes (T2D) in 2000-2020.","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"MATERIALS AND METHODS
Consecutive people with type 2 diabetes (T2D) and non-alcoholic fatty liver disease (NAFLD) were recruited from diabetes clinics between Jun-2021 and Jun-2022 ('current' cohort).","BACKGROUND
Whether non-alcoholic fatty liver disease (NAFLD) causes cardiovascular disease (CVD) and type 2 diabetes (T2D) is unclear and possible differences between ethnicities have not been thoroughly explored.",Non-alcoholic fatty liver disease
"AIM
To assess the safety, tolerability and pharmacodynamics (PD) of the ketohexokinase inhibitor PF-06835919 in participants with non-alcoholic fatty liver disease (NAFLD) and type 2 diabetes (T2D).","BACKGROUND
Data are scarce regarding the development of hepatic decompensation in patients with non-alcoholic fatty liver disease (NAFLD) with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"Our important outcomes were liver-related morbidity, health-related quality of life, non-serious adverse events, biochemical response, and imaging assessment of the degree of fatty liver.","The trials on vitamin E plus vitamin C did not report on all-cause mortality, liver-related mortality, serious adverse events, liver-related morbidity, health-related quality of life, or non-serious adverse events.",Non-alcoholic fatty liver disease
"AIM
This study aimed to investigate the association between non-alcoholic fatty liver disease (NAFLD) and both colorectal adenomatous polyps and non-adenomatous polyps, in order to provide evidence for the prevention of colorectal cancer (CRC) in patients with NAFLD.","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"Background
The purpose of this study is to establish a novel nomogram model for accurate detection of non-alcoholic fatty liver disease (NAFLD) in the Chinese population based on sex hormone binding globulin (SHBG) and other routine laboratory tests.","BACKGROUND
Scant West African data on non-alcoholic fatty liver disease (NAFLD) means there is little representation of this population in the modelling used to derive biomarkers and predictive indices for risk stratification of patients for the presence of hepatic steatosis.",Non-alcoholic fatty liver disease
"OBJECTIVE
To compare superoxide dismutase 1 (SOD 1) and malondialdehyde (MDA) levels along with biochemical parameters in patients of non-alcoholic fatty liver disease (NAFLD) with and without Type 2 diabetes mellitus.",The effect of exercise on clinical parameters in patients with non-alcoholic fatty liver disease (NAFLD) combined with type 2 diabetes mellitus (T2DM) is unknown.,Non-alcoholic fatty liver disease
This study investigates the connection between abnormal liver enzymes and macro vascular disease in type 2 diabetes mellitus (T2DM) patients with non-alcoholic fatty liver disease (NAFLD).,"OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"Objective
To investigate the association between non-alcoholic fatty liver disease (NAFLD) and liver enzymes with the incidence of microvascular complications (neuropathy, retinopathy, and nephropathy) in a cohort of Iranian patients with type 2 diabetes.","BACKGROUND
Data are scarce regarding the development of hepatic decompensation in patients with non-alcoholic fatty liver disease (NAFLD) with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"OBJECTIVES
This study aimed to investigate the correlation between homeostasis model assessment of insulin resistance (HOMA-IR) and non-alcoholic fatty liver disease (NAFLD) in the non-diabetic population and establish its diagnostic efficacy.","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"BACKGROUND
This study aimed to elucidate the association between total lean muscle mass and the incidence of non-alcoholic fatty liver disease (NAFLD) in the adult Korean population.","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"AIM
This study aimed to investigate the effects of repeated detection of non-alcoholic fatty liver disease (NAFLD) on the incidence risk of type 2 diabetes in young adults.","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
Our aim was to explore the possible mechanism of miRNAs by revealing the differential expression of serum miRNAs in different BMI of type 2 diabetes mellitus (T2DM) patients with non-alcoholic fatty liver disease (NAFLD).,"BACKGROUND
The understanding of bile acid (BA) and unsaturated fatty acid (UFA) profiles, as well as their dysregulation, remains elusive in individuals with type 2 diabetes mellitus (T2DM) coexisting with non-alcoholic fatty liver disease (NAFLD).",Non-alcoholic fatty liver disease
"Background and Aim
This study aimed to investigate the predictive value of various non-invasive scores for identifying the progression of hepatic fibrosis over time in patients with Non-Alcoholic Fatty Liver Disease (NAFLD).","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"BACKGROUND
We aimed to evaluate whether non-alcoholic fatty liver disease (NAFLD) with or without sarcopenia is associated with progression of carotid atherosclerosis in patients with type 2 diabetes mellitus (T2DM).","BACKGROUND
Data are scarce regarding the development of hepatic decompensation in patients with non-alcoholic fatty liver disease (NAFLD) with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"BACKGROUND & AIMS
We aimed to determine the trends in risk factor control and treatment among patients with non-alcoholic fatty liver disease (NAFLD) and type 2 diabetes (T2D) in 2000-2020.","BACKGROUND
Data are scarce regarding the development of hepatic decompensation in patients with non-alcoholic fatty liver disease (NAFLD) with and without type 2 diabetes.",Non-alcoholic fatty liver disease
Our study sought to explore the effects of HEE on non-alcoholic fatty liver disease (NAFLD) in normal flora and pseudo germ-free mice.,"BACKGROUND
The impact of non-alcoholic fatty liver disease (NAFLD) on morbidity and mortality has yet to be documented at the general population level.",Non-alcoholic fatty liver disease
We aimed to assess the safety and efficacy of HU6 compared with placebo in people with non-alcoholic fatty liver disease (NAFLD) and high BMI.,"Specifically, we report that Rap1a activity is decreased in the livers of patients with non-alcoholic steatohepatitis (NASH) and mouse models of non-alcoholic fatty liver disease (NAFLD) and NASH.",Non-alcoholic fatty liver disease
This study aimed to systematically evaluate the efficacy of liraglutide in treating type 2 diabetes mellitus (T2DM) complicated with non-alcoholic fatty liver disease (NAFLD) by comparing liraglutide with placebo or other drugs (mainly insulin).,The effect of exercise on clinical parameters in patients with non-alcoholic fatty liver disease (NAFLD) combined with type 2 diabetes mellitus (T2DM) is unknown.,Non-alcoholic fatty liver disease
"OBJECTIVE
To investigate the correlation between serum ferritin (SF) and bone turnover markers in type 2 diabetes mellitus (T2DM) patients with non-alcoholic fatty liver disease (NAFLD).","OBJECTIVES
Currently, non-invasive scoring systems to stage the severity of non-alcoholic fatty liver disease (NAFLD) do not consider markers of glucose control (glycated haemoglobin, HbA1c); this study aimed to define the relationship between HbA1c and NAFLD severity in patients with and without type 2 diabetes.",Non-alcoholic fatty liver disease
"BACKGROUND & AIMS
We aimed to determine the trends in risk factor control and treatment among patients with non-alcoholic fatty liver disease (NAFLD) and type 2 diabetes (T2D) in 2000-2020.","BACKGROUND
Currently, there is no information about the association between circulating levels of ferritin and hepcidin and liver fibrosis in patients with type 2 diabetes mellitus (T2DM) and non-alcoholic fatty liver disease (NAFLD).",Non-alcoholic fatty liver disease
