sentence1,sentence2,drug
"Objective
To estimate the proportion of individuals with established Type 2 Diabetes Mellitus (T2DM) and Cardiovascular Disease (CVD) who are receiving pharmacological anti-diabetic treatment with evidence of cardiovascular benefit at a hospital in Argentina.","AIM
Studies evaluating the cardiovascular safety of pioglitazone show inconsistent results and ischemic heart disease (IHD) risks associated with different anti-diabetic drugs added to metformin uncontrolled type 2 diabetes mellitus (T2DM) are not assessed.",Metformin
"Conclusion
The prevalence of vitamin B12 deficiency among T2DM patients on metformin treatment in this study was high (48.9%).","Among patients taking vitamin B12 at baseline, there was no increased risk of DPN in the metformin group (1.92: 0.79, 4.69).",Metformin
"CONCLUSION
Dual metformin and SGLT2-I treatment in type 2 diabetes patients with cirrhosis are associated with improved mortality and hepatic complications.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
This study evaluated the efficacy and safety of enavogliflozin as an add-on to metformin in Korean patients with type 2 diabetes mellitus (T2DM) against dapagliflozin.,"However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"Aim
To investigate the effects of metformin alone and in combination with glimepiride on arterial elasticity, pro-inflammatory cytokines in black type 2 diabetes mellitus patients.","Conclusion
Metformin alone or in combination with glimepiride did not improve arterial elasticity and did not reduce pro-inflammatory cytokines levels in T2DM black South African patients.",Metformin
"AIM
To evaluate the long-term safety and efficacy of enavogliflozin 0.3 mg/day added to metformin in patients with type 2 diabetes mellitus.",The effect of changes in caloric intake and macronutrient composition on their circulating levels in patients with type 2 diabetes are unknown.,Metformin
"OBJECTIVE
To compare the risk of dementia associated with sodium-glucose cotransporter-2 (SGLT-2) inhibitors versus dipeptidyl peptidase-4 (DPP-4) inhibitors in adults aged 40-69 years with type 2 diabetes.","Nevertheless, there has been no previously published study on the effect of switching from dipeptidyl peptidase-4 inhibitors to sodium-glucose co-transporter 2 inhibitors on the systemic and organic effects in obese Japanese patients with type 2 diabetes.",Metformin
"Aims
We explored changes in body weight, cardiometabolic and endocrine parameters in obese women with PCOS who continued treatment with metformin 2 years after discontinuation of short-term intervention with semaglutide.",The weight trajectory after discontinuation of short-term semaglutide treatment in obese women with PCOS who continued metformin treatment has not yet been evaluated.,Metformin
"This study was aimed to compare the efficacy of two combination tablets of dipeptidyl peptidase-4 (DPP-4) inhibitors and metformin with different dosages, alogliptin/metformin (AM) and vildagliptin/metformin (VM), on glycemic control in patients with type 2 diabetes (T2D).","Nevertheless, there has been no previously published study on the effect of switching from dipeptidyl peptidase-4 inhibitors to sodium-glucose co-transporter 2 inhibitors on the systemic and organic effects in obese Japanese patients with type 2 diabetes.",Metformin
Type 2 diabetes mellitus (T2DM) patients with ≥7.5% glycated hemoglobin (HbA1c) ≤10.5% and on stable metformin dose were assigned to both treatment arms.,"However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"RESULTS
A total of 13,359 patients with type 2 diabetes mellitus in the monotherapy cohort and 1,064 in the metformin combination therapy cohort were identified.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"AIM
To determine the efficacy and safety of once-weekly dulaglutide added to basal insulin in Chinese patients with type 2 diabetes mellitus (T2DM) with inadequate glycaemic control.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"This study assessed the potential role of metformin and statins, medications for diabetes mellitus (DM) and hyperlipidemia (HLP), in reducing HCC risk among these patients.",This study aimed to determine the prevalence of polypharmacy and trends in the use of commonly used and potentially inappropriate medications among older Korean patients.,Metformin
This study aims to investigate the effect of the hypoxic environment on the pharmacokinetics and assess the efficacy and safety of metformin administration in patients with Type 2 diabetes mellitus (T2DM).,"Nevertheless, there has been no previously published study on the effect of switching from dipeptidyl peptidase-4 inhibitors to sodium-glucose co-transporter 2 inhibitors on the systemic and organic effects in obese Japanese patients with type 2 diabetes.",Metformin
This study evaluated the efficacy and safety of enavogliflozin as an add-on to metformin in Korean patients with type 2 diabetes mellitus (T2DM) against dapagliflozin.,"AIM
Studies evaluating the cardiovascular safety of pioglitazone show inconsistent results and ischemic heart disease (IHD) risks associated with different anti-diabetic drugs added to metformin uncontrolled type 2 diabetes mellitus (T2DM) are not assessed.",Metformin
"AIM
To evaluate the long-term safety and efficacy of enavogliflozin 0.3 mg/day added to metformin in patients with type 2 diabetes mellitus.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"This study also suggested metformin's preventive effect on the glucose-elevating potential of atorvastatin in patients with type 2 diabetes mellitus and dyslipidemia, insufficiently controlled with exercise and diet.",The effect of changes in caloric intake and macronutrient composition on their circulating levels in patients with type 2 diabetes are unknown.,Metformin
"Conclusion
The prevalence of vitamin B12 deficiency among T2DM patients on metformin treatment in this study was high (48.9%).","However, the treatment with metformin and the dose of metformin use was not associated with vitamin B12 deficiency.",Metformin
"PURPOSE
We sought to investigate the effects and side effects of once-weekly dulaglutide treatment for type 2 diabetes mellitus (T2DM) in patients <18 years of age in Korea.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"AIMS
This study investigated the safe use of metformin in patients with (1) type 2 diabetes mellitus (T2DM) and heart failure on metformin, and (2) heart failure without T2DM and metformin naïve.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"This study investigates the protective effects of aquatic stevia extract on liver damage, ER stress, and the UPR pathway in streptozotocin (STZ)-induced diabetic rats.",The protective mechanism of the Pleurotus fossulatus (P. fossulatus) mushroom and its detailed histological study on kidneys and the liver in diabetic conditions were unexplored.,Metformin
"Objective
To explore the effects of a carbohydrate-reduced high-protein diet with and without a clinically significant weight loss on circulating levels of FGF21 and GDF15 in patients with type 2 diabetes.","Nevertheless, there has been no previously published study on the effect of switching from dipeptidyl peptidase-4 inhibitors to sodium-glucose co-transporter 2 inhibitors on the systemic and organic effects in obese Japanese patients with type 2 diabetes.",Metformin
"Multivariate analysis concluded that Vitamin B12 deficiency was significantly associated with the duration, cumulative metformin dose, clinical neuropathy, anemia, and macrocytosis.","However, the treatment with metformin and the dose of metformin use was not associated with vitamin B12 deficiency.",Metformin
"AIMS
This prospective observational study evaluated the possible mechanisms of action of SGLT2 inhibitors (SGLT2i) in patients with type 2 diabetes mellitus (T2DM) without overt heart disease.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"CONCLUSION
combination of EMPA or PGZ with metformin equally improved liver fibrosis stage and stiffness in T2DM patients with NAFLD.","CONCLUSION
Statin, metformin or aspirin use was not associated with improved HCC-related outcomes post-LT, in a largely historical cohort of Australian patients with a low proportion of NAFLD.",Metformin
"RESULTS
Of 231 796 patients with diabetes mellitus type 2 in the database, 7 539 were T2DM-CKD (3.25%).",The effect of changes in caloric intake and macronutrient composition on their circulating levels in patients with type 2 diabetes are unknown.,Metformin
"CONCLUSIONS
Imeglimin add-on therapy to metformin acutely lowered 24-h glucose levels and improved glycemic variability in patients with type 2 diabetes on metformin.",The effect of changes in caloric intake and macronutrient composition on their circulating levels in patients with type 2 diabetes are unknown.,Metformin
"Aims
This randomized, open-label, parallel-group, controlled trial compared the effects of dulaglutide and trelagliptin on beta-cell function in patients with type 2 diabetes.",The effect of changes in caloric intake and macronutrient composition on their circulating levels in patients with type 2 diabetes are unknown.,Metformin
"RESULTS
Paternal data on metformin use during the period of sperm development was available for 2075 (0.3%) offspring in Norway and 15 276 (0.6%) offspring in Taiwan.","CONCLUSIONS
The findings suggest that paternal use of metformin during the period of sperm development is not associated with congenital malformations in offspring, including organ specific malformations.",Metformin
The primary objective of this study was to investigate the safety and efficacy of ISIS 449884 as an add-on to metformin in a population of Chinese patients with type 2 diabetes mellitus (T2DM).,"As only a relatively small proportion of trials report results separately for older adults, the relative efficacy and safety of second-line therapies in older adults with type 2 diabetes mellitus are unknown and require further investigation.",Metformin
"Moreover, metformin treatment of PCa patients with high Gleason grade and type 2 diabetes resulted in undetectable mTORC1 levels and upregulated STAT3 expression.",The effect of changes in caloric intake and macronutrient composition on their circulating levels in patients with type 2 diabetes are unknown.,Metformin
"Objective
To estimate the proportion of individuals with established Type 2 Diabetes Mellitus (T2DM) and Cardiovascular Disease (CVD) who are receiving pharmacological anti-diabetic treatment with evidence of cardiovascular benefit at a hospital in Argentina.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
"Aims
This randomized, open-label, parallel-group, controlled trial compared the effects of dulaglutide and trelagliptin on beta-cell function in patients with type 2 diabetes.","Nevertheless, there has been no previously published study on the effect of switching from dipeptidyl peptidase-4 inhibitors to sodium-glucose co-transporter 2 inhibitors on the systemic and organic effects in obese Japanese patients with type 2 diabetes.",Metformin
"BACKGRUOUND
This study evaluated the efficacy and safety of add-on gemigliptin in patients with type 2 diabetes mellitus (T2DM) who had inadequate glycemic control with metformin and dapagliflozin.","However, data on the QOL of patients with type 2 diabetes mellitus (T2DM) receiving metformin-based OAD treatment in Asia are limited.",Metformin
The present study investigated the protective effects of Mathurameha on cardiovascular complications in high-fat diet/streptozotocin (HFD/STZ)-induced type 2 diabetic rats using histological and proteomic analyses.,The protective mechanism of the Pleurotus fossulatus (P. fossulatus) mushroom and its detailed histological study on kidneys and the liver in diabetic conditions were unexplored.,Metformin
