sentence1,sentence2,drug
"BACKGROUND
Elexacaftor-tezacaftor-ivacaftor (ETI) represents a significant step forward in cystic fibrosis (CF) care and could change the course of CF lung disease and quality of life for many people with CF (PwCF).",Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
This case report presents the treatment of a 36-year-old male patient with massive anal condyloma lata following lung transplantation due to cystic fibrosis.,"CASE PRESENTATION
This report details the case history of a patient presumed to have celiac disease for 7 years without confirming investigations.",Cystic fibrosis
This survey was conducted as part of a larger study assessing the oral health of adults with cystic fibrosis ongoing in Cork University Dental School and Hospital.,"Objective: There is no study in the literature evaluating impairments and functional limitations in adults with cystic fibrosis (CF) under the framework of the International Classification of Functioning, Disability, and Health (ICF).",Cystic fibrosis
"METHODS
This study seeks to identify clinical predictors of lung transplant and survival of individuals with CF using 29,847 subjects from 2003-2014 entered in the Cystic Fibrosis Foundation Patient Registry (CFFPR).","BACKGROUND
We characterized people with cystic fibrosis (CF) ineligible by genotype (not age) for currently approved CFTR modulator therapy using data from the US CF Foundation Patient Registry (CFFPR).",Cystic fibrosis
Class Ia/b cystic fibrosis transmembrane regulator (CFTR) variants cause severe lung disease in 10% of cystic fibrosis (CF) patients and are untreatable with small-molecule pharmaceuticals.,"To date, there are no experiences of CFTR modulator therapy in cystic fibrosis patients with organ transplantation and severe renal impairment.",Cystic fibrosis
"Cystic Fibrosis (CF) is a genetic and chronic disease affecting 32,100 people in the United States as of 2021, with a life expectancy of 56 years for people with CF (PwCF) born between 2018 and 2022.",Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
"Twenty-five people with cystic fibrosis (pwCF) underwent MBW, spirometry, body plethysmography, and spirometry-controlled computed tomography (spiro-CT) on the same day.","In contrast, the impact of cystic fibrosis-related diabetes (CFRD) on accentuating GI symptoms in people with cystic fibrosis (pwCF) is unknown.",Cystic fibrosis
"Our results indicate that the altered pigment phenotype does not significantly impact these strains' ability to resist oxidative stress with H2O2 and NO in vitro and did not change the virulence and infection outcome in CGD mice in vivo suggesting that other factors besides pyomelanin are contributing to the pathophysiology of these strains.IMPORTANCEThe Burkholderia cepacia complex (Bcc) is a group of Gram-negative opportunistic bacteria that are often associated with fatal pulmonary infections in patients with impaired immunity, particularly those with cystic fibrosis and chronic granulomatous disease (CGD).",Our results indicate that the altered pigment phenotype does not significantly impact these strains' ability to resist H2O2 or NO in vitro and did not alter the outcome of a respiratory infection in CGD mice in vivo.,Cystic fibrosis
"Antifungal use was associated with 29% increased rate of pulmonary exacerbations requiring intravenous (IV) antibiotics (adjusted IRR=1.29, 95% CI 1.22, 1.37).","Antifungal use was not associated with FEV1pp (adjusted estimate -0.96 percentage points, 95% CI -2.21,0.29).",Cystic fibrosis
We proved a long-standing but unproven assertion that mucociliary clearance is inherently abnormal in the small airways of newborn cystic fibrosis piglets that are otherwise free of infection or inflammation.,"Furthermore, we found that V-ATPase is not localized to the apical membrane in the small airways of newborn cystic fibrosis pigs.",Cystic fibrosis
"BACKGROUND
We recently demonstrated that elexacaftor/tezacaftor/ivacaftor (ETI) improves the lung clearance index (LCI) and abnormalities in lung morphology detected by magnetic resonance imaging (MRI) in adolescent and adult patients with cystic fibrosis (CF).","BACKGROUND
Longitudinal data on changes in health-related quality of life (HRQoL) in adult people with cystic fibrosis (pwCF) and the longitudinal effects of Elexacaftor/Tezacaftor/Ivacaftor therapy (ETI) on HRQoL or HRQoL domains are currently scarce.",Cystic fibrosis
Here we investigated inflammatory cell death in pyrin-deficient ( Mefv -/- ) mouse macrophages infected with B. cenocepacia J2315 or K56-2 or B. orbicola AU1054 or PC184.,"In contrast, inflammasome activation is not detected in Mefv -/- macrophages infected with AU1054 or PC184.",Cystic fibrosis
We injected 5-day-old Pkhd1 mice for 1 mo with the cystic fibrosis transmembrane conductance regulator (CFTR) modulator VX-809 designed to rescue processing and trafficking of CFTR folding mutants.,Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
"Levels of anti-measles IgG antibodies were measured in 157 patients aged 17 to 72, who were placed on the lung transplant waiting list.",There were no differences between male and female patients in levels of anti-measles antibodies or in the proportion of seronegative individuals.,Cystic fibrosis
Class Ia/b cystic fibrosis transmembrane regulator (CFTR) variants cause severe lung disease in 10% of cystic fibrosis (CF) patients and are untreatable with small-molecule pharmaceuticals.,Previous reviews of the effects of respiratory muscle training in people with cystic fibrosis are uncertain and do not consider the effect of age on disease progression.,Cystic fibrosis
This survey was conducted as part of a larger study assessing the oral health of adults with cystic fibrosis ongoing in Cork University Dental School and Hospital.,This study was unable to demonstrate a correlation between PA and NTM infection in people with cystic fibrosis and surface water area at a national level.,Cystic fibrosis
We injected 5-day-old Pkhd1 mice for 1 mo with the cystic fibrosis transmembrane conductance regulator (CFTR) modulator VX-809 designed to rescue processing and trafficking of CFTR folding mutants.,Safety and efficacy data regarding cystic fibrosis transmembrane conductance regulator (CFTR) modulator use in the setting of pregnancy or breastfeeding remains lacking due to exclusion from key trials and lack of multicenter prospective and retrospective studies in the post-CFTR modulator era.,Cystic fibrosis
"The implementation of cystic fibrosis (CF) transmembrane conductance regulator (CFTR) modulator drugs into clinical practice has been attaining remarkable therapeutic outcomes for CF, a life-threatening autosomal recessive genetic disease.",Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
Close monitoring allowed us to assess the impact of treatment on lung function and progression of lung disease in an unselected nationwide cystic fibrosis population from 6 years of age.,"Currently, the impact of the disease on sleep patterns in patients living at high altitude and the relationship of these patterns to lung function are largely unknown.",Cystic fibrosis
"BACKGROUND
Ivacaftor approval was extended to people with cystic fibrosis (CF) with ≥1 of 28 additional ivacaftor-responsive mutations in the USA in 2017 based on preclinical in vitro data.","BACKGROUND
Longitudinal data on changes in health-related quality of life (HRQoL) in adult people with cystic fibrosis (pwCF) and the longitudinal effects of Elexacaftor/Tezacaftor/Ivacaftor therapy (ETI) on HRQoL or HRQoL domains are currently scarce.",Cystic fibrosis
Introduction: Triple-combination cystic fibrosis transmembrane conductance regulator (CFTR) modulator therapy with elexacaftor/tezacaftor/ivacaftor (ETI) was introduced in August 2020 in Germany for people with CF (pwCF) ≥12 years (yrs.),"BACKGROUND
Longitudinal data on changes in health-related quality of life (HRQoL) in adult people with cystic fibrosis (pwCF) and the longitudinal effects of Elexacaftor/Tezacaftor/Ivacaftor therapy (ETI) on HRQoL or HRQoL domains are currently scarce.",Cystic fibrosis
"Twenty-five people with cystic fibrosis (pwCF) underwent MBW, spirometry, body plethysmography, and spirometry-controlled computed tomography (spiro-CT) on the same day.","BACKGROUND
Longitudinal data on changes in health-related quality of life (HRQoL) in adult people with cystic fibrosis (pwCF) and the longitudinal effects of Elexacaftor/Tezacaftor/Ivacaftor therapy (ETI) on HRQoL or HRQoL domains are currently scarce.",Cystic fibrosis
The authors conducted a 12-month study to add evidence on the real-world long-term effectiveness and safety of CFTR modulator therapy with ELX/TEZ/IVA in Portuguese CF adult population.,CFTR modulator therapy with Tezacaftor/Ivacaftor had negligible effects on both the gut microbiota and SCFA composition across the course of the study and did not alter toward compositions observed in healthy controls.,Cystic fibrosis
"This screening identified ivacaftor, a cystic fibrosis transmembrane conductance regulator (CFTR) potentiator, as a synergistic enhancer of osimertinib-induced anti-tumor activity both in vitro and in vivo.",Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
"MATERIALS AND METHODS
This was a single-center, prospective cross-sectional study conducted between April 2020 and March 2022 in patients with CF versus healthy controls.",This study was unable to demonstrate a correlation between PA and NTM infection in people with cystic fibrosis and surface water area at a national level.,Cystic fibrosis
Close monitoring allowed us to assess the impact of treatment on lung function and progression of lung disease in an unselected nationwide cystic fibrosis population from 6 years of age.,"BACKGROUND
The extent to which environmental exposures and community characteristics of the built environment collectively predict rapid lung function decline, during adolescence and early adulthood in cystic fibrosis (CF), has not been examined.",Cystic fibrosis
"Lumacaftor/ivacaftor (Orkambi®, LUM/IVA) is indicated for the treatment of cystic fibrosis (CF) patients aged ≥ 2 years with homozygous F580del mutation in the CFTR gene.","Mutation targeted therapy in cystic fibrosis (CF) is still not eligible for all CF subjects, especially for cases carrying rare variants such as the CFTR genotype W57G/A234D (c.169T>G/c.701C>A).",Cystic fibrosis
"BACKGROUND
In phase 2 trials in people with cystic fibrosis aged 18 years and older, vanzacaftor-tezacaftor-deutivacaftor has been shown to be a safe and effective, once-daily cystic fibrosis transmembrane conductance regulator (CFTR) modulator.",Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
Class Ia/b cystic fibrosis transmembrane regulator (CFTR) variants cause severe lung disease in 10% of cystic fibrosis (CF) patients and are untreatable with small-molecule pharmaceuticals.,"However, carriers of rare cystic fibrosis transmembrane conductance regulator (CFTR) variants are not candidates for this innovative treatment.",Cystic fibrosis
"BACKGROUND
This single-center, retrospective study evaluated the effects of de-escalating cystic fibrosis (CF) supportive therapies in patients on elexacaftor/tezacaftor/ivacaftor (ETI).",There is little information on pulmonary rehabilitation in patients with cystic fibrosis (CF) with pulmonary exacerbation.,Cystic fibrosis
"BACKGROUND
Improvement in exocrine pancreatic function in persons with CF (pwCF) on cystic fibrosis transmembrane conductance regulator (CFTR) modulators has been documented in clinical trials using fecal pancreatic elastase-1 (FE-1).","The effect of cystic fibrosis transmembrane conductance regulator (CFTR) modulators on liver outcomes lacks definitive data, since patients with CF-related liver disease were excluded from trials due to potential hepatotoxicity.",Cystic fibrosis
"Despite facing severe neutropenia, exacerbations of cystic fibrosis with Pseudomonas aeruginosa infections, and challenges in maintaining adequate caloric intake during the oncological treatment, the patient's outcome has been favorable.","BACKGROUND
The extent to which environmental exposures and community characteristics of the built environment collectively predict rapid lung function decline, during adolescence and early adulthood in cystic fibrosis (CF), has not been examined.",Cystic fibrosis
These results show a panorama of the high resistance of Mycobacterium abscessus complex to current drugs for cystic fibrosis patients.,"INTRODUCTION
There is a lack of data regarding the peri-operative and long-term outcomes of kidney transplantation in cystic fibrosis (CF) patients.",Cystic fibrosis
"Cystic Fibrosis (CF) is a genetic and chronic disease affecting 32,100 people in the United States as of 2021, with a life expectancy of 56 years for people with CF (PwCF) born between 2018 and 2022.","BACKGROUND
Longitudinal data on changes in health-related quality of life (HRQoL) in adult people with cystic fibrosis (pwCF) and the longitudinal effects of Elexacaftor/Tezacaftor/Ivacaftor therapy (ETI) on HRQoL or HRQoL domains are currently scarce.",Cystic fibrosis
We did a selective high screening of children for metabolic disorders by using MS for neonates and other relevant tests for older children in our hospital.,"CONCLUSIONS
Reproductive carrier screening tests for a targeted set of high frequency CF variants are unable to detect approximately 10% of CF variants in a multiethnic Australian population, and individuals of East Asian ethnicity are disproportionally affected by this test limitation.",Cystic fibrosis
"Omadacycline, a tetracycline antibiotic, demonstrates in vitro activity against key CF pathogens, substantial lung penetration, and increasing clinical evidence for the treatment of lung infections in people with CF (PwCF).",Conclusion: PwCF not eligible for inclusion in clinical trials demonstrated improvement in lung function and nutritional status following the initiation of treatment with the ETI combination.,Cystic fibrosis
"In October 2019, the US Food and Drug Administration approved elexacaftor/tezacaftor/ivacaftor (ETI), a highly effective modulator therapy (HEMT), for individuals 12 years and older with 1 copy of the F508del cystic fibrosis transmembrane conductance regulator (CFTR) mutation.",Safety and efficacy data surrounding cystic fibrosis transmembrane regulator (CFTR) modulator administration for people with CF (pwCF) and severe lung disease elect has remained unclear as a result of exclusion from key trials.,Cystic fibrosis
"The triple combination therapy for cystic fibrosis (CF), including elexacaftor, tezacaftor and ivacaftor (ETI or Trikafta), has been shown to improve lung function and reduce pulmonary exacerbations, thereby enhancing the quality of life for most CF patients.","BACKGROUND
The extent to which environmental exposures and community characteristics of the built environment collectively predict rapid lung function decline, during adolescence and early adulthood in cystic fibrosis (CF), has not been examined.",Cystic fibrosis
We injected 5-day-old Pkhd1 mice for 1 mo with the cystic fibrosis transmembrane conductance regulator (CFTR) modulator VX-809 designed to rescue processing and trafficking of CFTR folding mutants.,"The effect of cystic fibrosis transmembrane conductance regulator (CFTR) modulators on liver outcomes lacks definitive data, since patients with CF-related liver disease were excluded from trials due to potential hepatotoxicity.",Cystic fibrosis
"BACKGROUND
This single-center, retrospective study evaluated the effects of de-escalating cystic fibrosis (CF) supportive therapies in patients on elexacaftor/tezacaftor/ivacaftor (ETI).","INTRODUCTION
The effects of cystic fibrosis (CF) on females' sexuality have not been described.",Cystic fibrosis
